Full Name,Position,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus Points,Bonus Point System Score,Influence,Creativity,Threat,ICT Index
Adam Legzdins,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Lindegaard,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredrik Ulvestad,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiden O'Neill,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight McNeil,FW,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Jonathan Walters,MF,36,0,0,0,2,0,0,0,0,0,0,0,3,1.2,0.7,12,1.1
Nahki Wells,FW,46,0,0,0,3,0,0,0,0,0,0,0,20,7.2,3.5,37,4.7
Georges-Kevin Nkoudou,MF,223,0,0,1,2,0,0,0,1,0,0,0,21,26,49.3,41,11.2
Tom Heaton,GK,305,0,0,0,4,0,0,0,0,0,8,0,48,53.4,0,0,5.3
Charlie Taylor,DF,949,0,0,2,12,0,0,0,3,0,0,0,132,184.2,86.8,4,27.5
Sam Vokes,FW,977,4,2,2,16,0,0,0,3,0,0,7,170,208.4,128,384,71.1
Ashley Westwood,MF,1105,0,1,2,17,0,0,0,2,0,0,1,189,182.4,134.8,90,40.7
Phil Bardsley,DF,1125,0,0,4,13,0,0,0,5,0,0,0,193,229.4,117.5,35,38.3
Robbie Brady,MF,1277,1,4,6,12,0,0,0,3,0,0,7,216,273.8,477.9,221,97.3
Scott Arfield,MF,1330,2,2,6,15,0,0,0,3,0,0,6,185,233.2,120.2,246,60.1
Kevin Long,DF,1440,1,2,4,21,1,0,0,1,0,0,6,282,460,64.8,220,74.5
Chris Wood,FW,1621,10,1,10,11,0,0,0,1,0,0,20,314,442,203.5,692,133.8
Aaron Lennon,MF,1906,0,4,6,30,0,0,0,2,0,0,0,204,232.2,203.2,297,73.3
Steven Defour,MF,1998,1,1,12,17,0,0,0,6,0,0,0,353,353.8,310.8,117,78.4
Ashley Barnes,FW,2150,9,0,5,23,0,0,0,10,0,0,9,290,407.2,274.8,797,145.8
Matthew Lowton,DF,2295,0,3,8,26,0,0,0,1,0,0,4,450,574.6,264.9,46,89
Jeff Hendrick,MF,2326,2,2,9,28,0,0,0,1,0,0,1,307,265.6,408.2,335,100.9
Stephen Ward,DF,2460,1,1,9,27,0,0,0,1,0,0,9,484,498.4,270.9,82,85.4
Ben Mee,DF,2610,0,0,9,27,0,0,0,5,0,0,6,491,748.6,74.5,349,117.3
James Tarkowski,DF,2790,0,1,11,30,0,0,0,5,0,0,4,539,822,98.4,253,117.8
Johann Berg Gudmundsson,MF,2831,2,9,10,33,0,0,0,2,0,0,7,467,599,1052,539,219.2
Nick Pope,GK,3114,0,0,11,35,0,1,0,3,0,113,19,701,862.4,40,0,90.1
Jack Cork,MF,3420,2,1,12,39,0,0,0,7,0,0,6,533,589.6,332.8,265,119
Artur Boruc,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Federici,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Smith,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Gradel,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Mahoney,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Butcher,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Taylor,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Hyndman,MF,58,0,0,0,1,0,0,0,0,0,0,0,6,5,12.5,0,1.8
Jack Simpson,DF,71,0,0,0,2,0,0,0,0,0,0,0,10,6.2,0,0,0.6
Tyrone Mings,DF,201,0,0,0,5,0,0,0,1,0,0,0,40,46.6,14.8,10,7.2
Benik Afobe,FW,534,0,1,0,12,0,0,0,0,0,0,0,73,33.8,62.6,219,31.3
Lys Mousset,FW,581,2,0,1,16,0,0,0,1,0,0,3,106,120.4,69.5,252,43.9
Harry Arter,MF,959,1,0,3,13,0,0,0,4,0,0,0,156,146,76.1,69,29.2
Marc Pugh,MF,974,0,0,5,17,0,0,0,2,0,0,0,97,99.2,195.5,224,51.6
Jermain Defoe,FW,1075,4,2,2,21,0,0,0,1,0,0,5,191,209.4,144.9,539,88.9
Junior Stanislas,MF,1285,5,3,2,22,0,0,0,1,0,0,7,285,394.8,377.2,483,125.1
Andrew Surman,MF,1851,2,5,5,29,0,0,0,2,0,0,9,363,458,261.1,121,84
Dan Gosling,MF,1941,2,1,1,41,0,0,0,8,0,0,4,254,396.4,262.2,274,93.3
Callum Wilson,FW,1981,8,2,6,33,0,0,0,0,0,0,13,282,392.2,288.4,799,147.5
Jordon Ibe,MF,1988,2,6,4,33,0,0,0,1,0,0,5,289,362,602.7,610,157.3
Ryan Fraser,MF,2003,5,3,2,38,0,0,0,0,0,0,13,390,492.8,646.6,413,155
Adam Smith,DF,2067,1,3,2,38,0,0,0,6,0,0,3,376,455,345.5,144,94.5
Lewis Cook,MF,2234,0,2,3,42,0,0,0,5,0,0,0,337,456.4,423.3,126,100.7
Joshua King,FW,2450,8,4,7,38,0,0,0,3,0,0,10,381,577,556.7,902,203.7
Simon Francis,DF,2708,0,1,4,47,0,0,0,8,1,0,3,491,726.8,418.4,163,131
Steve Cook,DF,2764,2,1,5,53,1,0,0,5,0,0,9,495,870,65.6,271,120.6
Charlie Daniels,DF,3001,1,3,6,50,0,0,0,0,0,0,4,587,582.2,479.7,196,125.9
Nathan Ake,DF,3352,2,3,6,59,0,0,0,5,0,0,8,642,932.4,115.1,287,133.5
Asmir Begovic,GK,3420,0,0,6,61,0,1,0,2,0,111,6,631,790.8,20,0,80.8
Marc Muniesa,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Whelan,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giannelli Imbula,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Souttar,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob Haugaard,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien Ngoy,FW,19,0,0,0,2,0,0,0,0,0,0,0,4,1,1.8,0,0.3
Bojan Krkic Perez,MF,71,0,0,0,1,0,0,0,0,0,0,0,5,0,13.3,6,1.9
Tyrese Campbell,FW,75,0,0,0,2,0,0,0,0,0,0,0,11,13,2.6,28,4.4
Lasse Sorenson,MF,75,0,1,0,1,0,0,0,0,0,0,0,27,29.6,25.4,0,5.5
Stephen Ireland,MF,128,0,0,0,4,0,0,0,1,0,0,0,13,14.4,17.8,11,4.3
Josh Tymon,DF,162,0,0,0,9,0,0,0,0,0,0,0,18,20.4,4.9,0,2.5
Ibrahim Afellay,MF,162,0,0,0,9,0,0,0,1,0,0,0,29,12.6,5.5,0,1.8
Lee Grant,GK,270,0,0,0,7,0,0,0,0,0,8,0,44,64.2,0,0,6.3
Konstantinos Stafylidis,DF,334,0,0,0,6,0,0,0,0,0,0,0,38,68.2,23.8,18,11
Charlie Adam,MF,405,0,0,2,9,0,0,1,2,1,0,0,57,73.2,114.4,84,27.1
Thomas Edwards,DF,481,0,0,0,15,0,0,0,0,0,0,0,81,93.4,23,10,12.7
Saido Berahino,FW,483,0,1,2,13,0,0,1,0,0,0,0,42,40.4,51.8,149,23.7
Glen Johnson,DF,546,0,0,0,14,0,0,0,3,0,0,0,70,86.6,56.8,41,18.4
Jese Rodríguez Ruiz,MF,609,1,1,1,17,0,0,0,0,0,0,2,93,110.4,127.7,171,40.8
Papa Alioune Ndiaye,MF,1138,2,1,2,17,0,0,0,5,0,0,5,159,298.4,116.7,133,55
Ramadan Sobhi,MF,1227,2,1,2,30,0,0,0,2,0,0,2,226,237.6,237.9,206,68.1
Bruno Martins Indi,DF,1242,0,0,1,28,0,0,0,3,0,0,0,171,241.8,48.3,60,35.1
Moritz Bauer,DF,1307,0,0,5,18,0,0,0,4,0,0,1,201,181.8,189.9,67,44
Kevin Wimmer,DF,1321,0,0,1,32,0,0,0,5,0,0,1,196,297,38.8,28,36.5
Geoff Cameron,DF,1522,0,0,2,30,0,0,0,2,0,0,0,220,265.4,77.2,46,39
Peter Crouch,FW,1551,5,2,2,27,0,0,0,4,0,0,6,225,289.2,321.2,390,99.9
Darren Fletcher,MF,2217,1,1,4,49,0,0,0,0,0,0,3,337,346.2,359.8,72,77.8
Eric Maxim Choupo-Moting,MF,2241,5,5,5,45,0,0,0,3,0,0,9,341,505.6,327.5,851,168.1
Ryan Shawcross,DF,2371,1,1,5,40,1,0,0,2,0,0,2,356,656,26.5,276,96
Mame Biram Diouf,FW,2592,6,3,8,49,0,0,0,6,0,0,8,350,482,285.4,832,159.6
Erik Pieters,DF,2717,0,1,7,50,0,0,0,5,0,0,1,456,567.4,247.2,58,87.3
Kurt Zouma,DF,2887,1,0,7,50,0,0,0,1,0,0,5,554,814.2,91.8,235,114.4
Xherdan Shaqiri,MF,3039,8,9,6,58,0,0,1,5,0,0,19,554,718,1151.6,676,255.2
Joe Allen,MF,3139,2,6,6,55,0,0,0,8,0,0,12,527,691.8,512.3,339,154.3
Jack Butland,GK,3150,0,0,6,61,1,0,0,0,0,145,16,687,1013.4,10,0,102.5
