Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Vicente Guaita,CRY,EPL,G,8,720,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112,227,0,5,65,0,6,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,11,48,0,0,0,0,0,0
Carlos Clerc,LEV,LIGA,D,8,720,8,0,0,3,0,0,0,1,0,1,0,2,0,9,25,2,4,2,2,1,3,8,4,10,9,167,255,2,15,31,6,36,0,0,0,0,0,2,0,0,0,0,1,0,456,4,0,0,0,0,0,0,0,0,2,0,0,0,8,2,0,14,14,14,0,0,1,0,0,10
Ben Chilwell,LEI,EPL,D,8,720,8,0,0,1,0,0,1,3,1,3,0,6,2,9,30,4,11,3,8,0,2,12,6,6,8,483,621,4,22,51,5,47,0,0,1,1,1,5,1,0,0,0,6,0,857,15,0,0,0,0,1,0,1,0,13,0,0,0,6,3,0,15,15,14,1,0,0,0,1,16
Alex Meret,NAP,SERI,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,187,0,2,60,0,2,1,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,3,14,0,0,0,0,0,0
Sergio Postigo,LEV,LIGA,D,8,720,8,0,0,2,0,0,0,0,0,0,0,1,0,10,0,0,5,0,5,0,4,6,3,4,5,267,314,0,9,48,4,24,0,0,1,0,0,0,0,0,0,0,1,0,399,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,33,33,29,1,0,1,0,0,7
Rafael Czichos,KLN,BUND,D,8,720,8,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,4,0,4,0,6,11,10,8,3,284,349,0,32,36,2,48,0,0,4,2,0,1,1,0,0,0,1,1,451,8,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,37,37,31,0,0,1,0,0,4
Nacho Monreal,RSO,LIGA,D,8,720,8,0,0,0,0,0,1,0,0,0,0,9,3,15,10,2,1,0,1,0,1,6,2,12,4,219,277,2,12,21,2,24,0,0,8,3,1,1,0,0,1,0,2,0,459,16,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,17,17,3,0,0,0,1,1,4
Tin Jedvaj,AUG,BUND,D,8,720,8,0,0,0,0,0,0,0,0,0,0,5,0,15,1,0,1,0,1,0,6,7,5,4,3,216,297,0,12,48,2,24,0,0,4,0,0,1,0,0,0,0,3,0,397,5,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,33,33,20,0,0,0,1,0,2
Keylor Navas,PSG,FRAN,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,165,0,1,50,0,2,1,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,23,0,0,0,0,0,0
Alfred Gomis,DIJ,FRAN,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,301,0,3,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,13,13,76,0,0,0,0,0,1
Fernando Pacheco,ALA,LIGA,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,200,0,3,68,0,3,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,7,7,85,0,0,0,0,0,0
Angelo Ogbonna,WHU,EPL,D,8,720,8,0,0,2,0,0,0,0,0,0,0,3,2,2,1,0,1,0,1,0,12,13,8,6,3,213,270,0,27,37,3,46,0,0,3,2,0,0,0,0,0,0,1,0,370,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,43,43,20,0,0,0,0,0,3
Xavier Quintilla,VIL,LIGA,D,8,720,8,0,0,4,0,0,0,1,0,1,0,0,0,4,27,2,8,2,7,0,2,12,8,13,7,329,381,2,4,23,2,25,0,0,0,0,0,0,0,0,0,0,1,0,552,4,0,0,0,0,0,0,0,0,4,0,0,0,13,2,0,15,15,12,0,0,0,0,0,2
Victor Laguardia,ALA,LIGA,D,8,720,8,0,0,3,0,0,0,1,0,1,0,2,1,11,0,0,1,0,0,0,7,6,5,13,3,231,305,0,15,30,1,24,0,0,2,1,0,0,0,0,0,0,0,0,388,3,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0,39,39,30,0,0,1,2,0,1
Gary Cahill,CRY,EPL,D,8,720,8,0,0,1,0,0,0,0,0,0,0,7,1,6,0,0,2,0,2,0,7,4,1,3,4,282,312,0,18,31,3,29,0,0,6,1,0,1,0,0,0,0,3,0,411,16,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0,43,43,22,0,0,0,0,0,3
Matthijs de Ligt,JUV,SERI,D,8,720,8,0,0,2,0,0,1,0,0,0,0,5,3,5,1,0,1,0,1,0,4,8,4,11,4,381,423,0,16,47,0,27,0,1,3,3,1,2,0,0,0,0,4,0,506,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,35,35,31,0,0,0,1,1,0
Hans Hateboer,ATA,SERI,D,8,720,8,0,0,3,0,0,0,2,0,2,0,6,2,5,23,5,18,4,15,1,2,18,12,10,3,271,324,5,8,25,3,32,0,0,5,2,0,1,0,0,0,0,8,0,483,23,0,0,0,0,0,0,1,1,8,0,0,0,13,1,0,7,7,2,0,0,3,3,0,11
Omar Colley,SMP,SERI,D,8,720,8,0,0,2,0,0,0,0,0,0,0,4,0,10,1,1,1,0,1,0,2,10,6,13,3,261,324,1,18,49,0,31,0,0,4,0,0,0,0,0,0,0,3,0,412,7,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,32,32,23,0,0,0,0,0,0
Niklas Stark,HB,BUND,D,8,720,8,0,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,11,5,8,3,303,349,0,12,27,0,25,0,1,2,0,0,1,0,0,0,0,2,1,440,5,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,42,42,22,0,0,0,0,0,1
Fikayo Tomori,CHE,EPL,D,8,720,8,0,0,2,0,0,1,0,0,0,0,3,1,16,0,0,4,0,4,0,5,21,11,5,5,539,616,0,15,47,3,44,0,1,2,0,0,1,1,1,0,0,2,0,723,5,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,20,20,26,1,0,0,0,0,4
Aurelien Chedjou,ASC,FRAN,D,8,720,8,0,0,1,0,0,0,0,0,0,0,1,0,15,0,0,2,0,2,0,2,7,5,0,6,302,374,0,12,53,2,27,0,0,1,0,0,0,0,0,0,0,3,0,465,2,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,42,42,29,1,0,0,0,0,2
Cristian Romero,GEN,SERI,D,8,720,8,0,0,6,0,0,0,1,0,1,0,6,2,17,1,0,4,0,3,0,8,20,12,13,7,326,375,0,22,43,5,54,0,0,5,2,0,1,0,0,0,0,2,0,538,14,0,0,0,0,0,0,0,0,2,0,0,0,15,1,0,28,28,20,0,0,1,1,0,7
Sergio Asenjo,VIL,LIGA,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,138,203,0,2,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,6,6,35,0,0,0,0,0,0
Stephane Ruffier,ETI,FRAN,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,178,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,5,5,37,0,0,0,0,0,0
Jesse Joronen,BRS,SERI,G,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,103,183,0,4,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,16,16,37,0,0,0,0,0,0
Jose Maria Gimenez,ATL,LIGA,D,8,720,8,0,0,0,0,0,0,0,0,0,0,6,1,9,0,0,0,0,0,0,2,13,10,5,7,321,369,0,21,41,3,43,0,0,6,1,0,0,0,0,0,0,1,0,458,11,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,29,29,29,0,0,1,0,0,3
Dani Carvajal,RMD,LIGA,D,8,720,8,0,0,2,0,0,0,4,0,4,0,5,4,13,26,7,17,5,13,0,2,19,16,10,4,448,507,7,6,41,4,33,0,0,3,3,0,2,1,0,0,0,3,0,713,19,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,6,6,23,1,0,1,2,0,11
William Troost-Ekong,UDN,SERI,D,8,720,8,0,0,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,10,10,5,2,1,249,298,0,7,28,2,19,0,2,1,0,0,1,0,0,0,0,0,0,381,3,0,0,0,0,0,0,0,0,2,0,0,0,15,4,0,35,35,23,0,1,0,0,0,2
Aaron,MAI,BUND,D,8,720,8,0,0,0,0,0,0,0,0,0,0,3,2,16,34,9,16,2,5,11,1,9,4,8,3,207,251,2,6,37,9,27,0,0,1,0,0,2,2,0,0,0,9,0,434,2,0,0,0,0,3,2,16,16,2,0,0,0,25,0,0,16,16,7,0,0,0,0,0,10
Sebastiaan Bornauw,KLN,BUND,D,8,720,8,0,0,1,0,0,1,0,0,0,0,1,1,8,2,0,2,0,2,0,6,14,10,11,3,260,326,0,16,45,6,39,0,0,1,1,1,0,0,0,0,0,2,0,423,7,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,32,32,35,0,0,0,0,0,6
Dimitri Payet,OM,FRAN,M,8,719,8,0,0,1,0,1,2,0,0,0,0,20,7,3,71,16,28,2,19,9,1,10,5,8,10,245,317,5,5,42,16,41,0,0,8,1,1,12,6,1,1,0,14,0,526,23,1,1,0,0,14,2,41,39,6,3,1,0,12,2,0,3,3,15,0,0,1,0,1,25
Diego Rico,BOU,EPL,M/D,8,719,8,0,1,2,0,0,0,2,1,1,1,6,1,26,56,18,14,3,4,8,0,19,11,6,8,231,343,6,9,51,6,42,0,0,0,0,0,6,1,0,0,0,9,0,647,2,0,0,0,0,7,1,26,24,6,1,0,0,6,3,0,19,19,24,1,0,0,0,0,10
Willy Boly,WLV,EPL,D,8,719,8,0,0,0,1,1,0,1,0,0,1,0,0,15,2,0,5,2,4,0,4,24,12,10,4,267,341,0,39,47,5,72,0,0,0,0,0,0,0,0,0,0,1,0,476,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,52,52,17,0,0,0,0,0,5
Blaise Matuidi,JUV,SERI,M,10,718,8,2,1,1,0,0,0,0,0,0,0,5,3,8,19,5,9,0,9,0,0,18,9,14,7,275,318,5,4,33,2,31,0,0,2,1,0,3,2,0,0,0,7,0,462,12,0,0,0,0,0,0,1,0,5,0,0,0,6,4,0,5,5,5,0,0,0,0,0,9
Thomas Partey,ATL,LIGA,M/D,11,717,8,3,3,4,0,0,1,0,0,0,0,3,1,10,6,2,8,1,6,2,0,17,10,15,9,433,505,0,13,58,18,57,0,2,2,1,1,1,0,0,0,0,4,0,617,7,0,0,0,0,0,0,4,4,0,0,0,0,2,4,1,11,11,27,0,0,0,0,1,19
Oscar Wendt,BM,BUND,D,9,717,8,1,1,1,0,0,2,0,0,0,0,6,2,11,30,7,9,1,5,4,3,15,7,7,4,273,349,4,7,42,3,29,0,0,4,2,2,2,0,0,0,0,5,0,564,6,0,0,0,0,2,0,13,13,6,0,0,0,9,2,0,16,16,13,0,0,0,0,1,6
Valere Germain,OM,FRAN,F,11,717,8,3,6,1,0,0,2,1,0,1,0,13,4,4,14,2,3,1,2,0,2,10,6,8,7,153,212,2,22,20,1,39,0,0,11,4,2,2,0,0,0,1,8,0,318,25,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,12,12,6,0,0,1,1,1,4
Jeremiah St. Juste,MAI,BUND,D,9,717,8,1,1,2,0,0,1,0,0,0,0,2,1,17,1,1,1,0,1,0,5,12,9,4,4,323,366,1,19,38,2,37,1,0,1,1,1,1,0,0,0,0,2,0,476,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,35,35,19,0,1,0,0,0,3
Rouwen Hennings,DUS,BUND,F,9,715,8,1,2,0,0,0,5,0,0,0,0,17,10,1,2,2,6,0,6,0,0,0,0,7,10,115,171,2,16,12,1,27,0,0,11,8,5,6,2,0,0,0,4,0,258,30,1,1,0,0,0,0,0,0,1,1,0,0,14,1,1,12,12,4,0,0,4,1,5,6
Gerard Deulofeu,WAT,EPL,M,11,715,8,3,5,2,0,0,1,1,0,1,0,26,11,7,42,5,17,3,13,3,0,9,6,9,4,208,250,1,0,42,22,35,0,0,16,7,1,10,4,0,0,0,24,0,444,57,1,1,0,0,7,4,18,17,16,3,2,0,18,1,0,2,2,5,1,0,5,2,1,39
Luca Ceppitelli,CAG,SERI,D,9,713,8,1,1,4,0,0,2,0,0,0,0,4,2,10,2,0,0,0,0,0,8,16,12,4,3,230,304,0,28,22,0,46,0,2,4,2,2,0,0,0,0,0,0,1,403,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,36,36,33,0,0,0,1,1,1
Marcel Halstenberg,RBL,BUND,D,8,713,8,0,1,2,0,0,2,2,1,2,0,11,3,8,18,6,8,2,5,1,3,15,7,3,3,338,417,2,15,48,7,40,0,0,9,2,2,2,1,0,0,0,3,0,619,21,0,0,0,0,0,0,13,11,2,1,1,0,8,2,0,21,21,5,0,0,0,1,1,8
Joaquin Correa,LAZ,SERI,F/M,10,711,8,2,2,0,0,0,3,0,0,0,0,35,19,1,1,0,14,1,13,1,0,4,3,6,19,156,200,0,7,25,21,50,0,0,29,16,3,6,3,0,0,0,17,0,363,61,1,0,1,0,0,0,1,0,10,0,0,0,9,2,0,4,4,3,0,0,1,8,2,29
Matthias Ginter,BM,BUND,D,8,711,8,0,1,0,0,0,0,0,0,0,0,4,2,10,1,0,2,0,2,0,7,9,8,4,5,392,459,0,22,40,2,37,1,1,4,2,0,0,0,0,0,0,1,0,543,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,34,34,19,0,0,0,3,0,2
Youssef En-Nesyri,LGN,LIGA,F,10,709,8,2,1,1,0,0,0,0,0,0,0,20,5,3,4,1,4,0,4,0,0,5,4,10,11,76,123,1,32,13,8,55,0,0,16,4,0,4,1,0,0,0,6,0,252,40,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,8,8,4,0,0,10,3,0,17
Jose Holebas,WAT,EPL,D,8,708,8,0,1,5,0,0,0,0,0,0,0,4,2,2,41,11,7,0,2,5,2,19,11,9,2,232,302,3,19,30,6,46,0,0,2,1,0,2,1,0,0,0,3,0,516,3,0,0,0,0,5,0,24,22,4,1,1,0,20,1,0,21,21,11,0,0,0,0,0,12
Dries Mertens,NAP,SERI,F/M,10,706,8,2,4,1,0,0,4,0,2,0,0,27,6,2,41,11,20,3,17,3,0,3,3,10,4,185,231,5,0,18,5,12,0,0,16,4,3,11,2,1,0,1,9,0,359,40,0,0,0,0,2,0,24,20,6,1,0,0,13,1,0,2,2,16,1,0,2,3,1,13
Islam Slimani,ASM,FRAN,F,8,706,8,0,2,2,0,0,5,6,0,6,0,30,12,1,8,3,20,8,14,0,0,2,2,18,10,176,243,3,29,18,6,45,0,1,27,11,5,3,1,0,0,0,19,0,389,64,1,1,0,0,0,0,0,0,6,0,0,0,15,0,0,7,7,7,4,0,6,4,4,13
Robert Skov,HOF,BUND,M,9,705,8,1,2,0,0,0,1,3,0,2,1,12,4,5,29,11,13,3,6,4,0,14,9,5,10,270,337,6,2,40,10,36,0,0,3,0,0,9,4,1,0,0,5,0,531,11,0,0,0,0,3,3,8,8,4,5,3,1,9,2,0,9,9,8,0,0,1,0,0,18
Domagoj Bradaric,LIL,FRAN,D,9,705,8,1,1,0,0,0,0,1,0,1,0,4,0,8,55,10,8,1,4,3,2,13,6,4,7,257,308,7,5,42,2,24,0,0,1,0,0,3,0,0,0,0,1,0,528,3,0,0,0,0,7,2,2,2,8,1,0,0,8,2,0,11,11,13,0,0,1,1,0,8
Philipp Max,AUG,BUND,D,8,705,8,0,2,1,0,0,0,1,0,1,0,5,2,12,53,16,16,3,6,9,0,14,7,6,6,159,231,7,9,48,0,29,0,0,1,0,0,4,2,0,0,0,2,0,428,3,0,0,0,0,10,1,23,22,4,1,1,0,15,1,0,21,21,13,0,0,0,0,0,1
Domenico Berardi,SAS,SERI,F,8,705,8,0,1,2,0,0,6,2,0,2,0,39,17,7,36,1,14,3,10,2,1,11,4,16,21,196,258,0,10,32,8,50,0,0,10,7,4,29,10,2,0,0,9,0,450,24,0,0,0,0,6,0,23,22,15,7,2,1,16,2,0,7,7,7,2,0,2,1,3,19
Lamine Kone,STR,FRAN,D,8,704,8,0,1,3,0,0,0,0,0,0,0,6,0,10,2,1,3,1,3,0,2,13,8,9,7,297,371,1,16,54,4,40,0,1,6,0,0,0,0,0,0,0,4,0,463,10,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,18,18,22,0,0,1,0,0,5
Florian Neuhaus,BM,BUND,M,9,703,8,1,3,3,0,0,1,0,0,0,0,13,6,10,18,3,9,2,6,3,1,15,7,9,13,245,312,0,7,40,17,51,0,0,9,5,1,4,1,0,0,0,7,0,454,19,0,0,0,0,5,1,14,9,6,1,0,0,7,1,0,3,3,16,0,0,0,3,1,20
Mamadou Fofana,FCM,FRAN,M/D,9,702,8,1,1,2,0,0,0,0,0,0,0,2,0,11,1,0,1,0,1,0,5,27,20,8,0,276,323,0,8,43,0,35,0,0,0,0,0,2,0,0,0,0,1,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,33,33,22,0,0,0,0,0,0
Ibrahima Sissoko,STR,FRAN,M,10,702,8,2,2,2,0,0,0,0,0,0,0,7,0,9,0,0,5,0,5,0,2,13,7,18,6,230,270,0,12,53,5,36,0,0,2,0,0,5,0,0,0,0,8,0,378,8,0,0,0,0,0,0,0,0,3,0,0,0,9,2,0,7,7,13,0,0,1,0,0,11
Hugo Mallo,CEL,LIGA,D,10,701,8,2,1,2,0,0,0,1,0,1,0,2,1,6,29,5,4,0,3,0,2,23,18,7,10,320,391,5,15,36,2,49,0,1,2,1,0,0,0,0,0,0,1,0,582,7,0,0,0,0,0,0,0,0,4,0,0,0,9,2,0,23,23,23,0,0,1,1,0,2
Marash Kumbulla,VNA,SERI,D,8,699,8,0,2,3,1,1,1,0,0,0,0,4,3,11,0,0,0,0,0,0,8,15,11,13,6,217,250,0,13,34,0,34,0,0,4,3,1,0,0,0,0,0,1,0,342,5,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,25,25,20,0,0,0,0,1,0
Kingsley Coman,MUN,BUND,F/M,9,698,8,1,2,0,0,0,1,1,0,1,0,13,5,0,27,5,12,4,11,0,0,8,5,5,16,286,345,5,6,33,28,58,0,0,11,4,1,2,1,0,0,1,18,0,532,59,0,0,0,0,0,0,1,0,23,0,0,0,11,1,0,0,0,9,1,0,2,3,1,52
Moses Simon,FCN,FRAN,F,9,697,8,1,4,0,0,0,2,1,0,1,0,13,6,2,30,7,13,2,11,1,0,8,2,1,8,193,247,5,1,33,20,37,0,0,11,5,2,2,1,0,0,0,18,0,411,36,0,0,0,0,4,1,1,1,14,0,0,0,3,2,0,0,0,4,1,0,0,2,2,29
Santi Mina,CEL,LIGA,F,10,697,8,2,2,1,0,0,1,2,0,1,1,19,2,1,9,3,8,4,6,0,2,3,0,21,14,148,197,3,38,15,5,59,0,0,16,2,1,3,0,0,0,0,15,0,338,26,0,0,0,0,0,0,2,0,5,1,0,0,10,2,0,8,8,6,3,0,3,4,0,13
Christopher Antwi-Adjei,PAD,BUND,M,10,697,8,2,2,0,0,0,0,0,0,0,0,14,6,2,19,6,6,0,5,1,1,6,5,7,12,149,191,4,4,41,16,38,0,0,9,5,0,5,1,0,0,0,12,0,363,24,0,0,0,0,0,0,14,8,10,0,0,0,22,0,0,3,3,6,1,0,1,1,0,25
Ronaldo Vieira,SMP,SERI,M,9,696,8,1,0,3,0,1,0,1,0,1,0,14,4,10,13,6,15,0,10,4,2,6,2,11,6,283,336,2,11,51,6,28,0,0,5,2,0,9,2,0,0,0,14,0,450,8,0,0,0,0,1,1,8,7,6,0,0,0,13,2,0,10,10,35,0,0,0,1,0,9
Borja Iglesias,BET,LIGA,F,11,695,8,3,3,1,0,0,1,2,0,2,0,13,3,2,1,1,10,1,8,0,0,2,2,13,8,92,126,1,14,20,7,30,0,0,11,3,1,2,0,0,0,0,12,0,229,33,0,0,0,0,0,0,0,0,5,0,0,0,12,1,1,7,7,2,1,0,4,1,1,15
Gylfi Sigurdsson,EVE,EPL,M,10,693,8,2,4,0,0,0,1,1,0,1,0,18,8,3,34,12,22,4,9,12,0,8,5,5,6,181,226,4,1,27,8,23,0,0,7,2,0,11,6,1,0,0,14,0,366,25,0,0,0,0,7,3,18,15,6,1,1,0,12,1,0,1,1,6,1,0,1,1,0,16
Kevin Vogt,HOF,BUND,M,8,691,8,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,5,4,3,4,5,539,586,0,7,47,3,18,1,0,0,0,0,0,0,0,0,0,1,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,37,37,35,0,0,0,0,0,3
Jeremy Gelin,REN,FRAN,D,8,689,8,0,1,1,0,0,0,0,0,0,0,2,1,8,0,0,2,0,2,0,6,9,5,4,5,312,357,0,11,36,0,25,1,0,2,1,0,0,0,0,0,0,0,0,432,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,28,28,39,0,0,0,0,0,0
Luuk de Jong,SEV,LIGA,F,10,689,8,2,3,1,0,0,1,0,0,0,0,22,5,1,1,1,8,1,7,0,0,8,6,10,8,125,179,1,47,21,0,60,0,0,22,5,1,0,0,0,0,0,2,0,270,49,0,0,0,0,0,0,0,0,5,0,0,0,8,2,0,10,10,2,0,0,8,9,1,2
Matthieu Dossevi,TFC,FRAN,M,12,687,8,4,3,0,0,0,1,1,0,0,1,15,2,5,104,35,25,3,12,12,0,15,9,8,8,185,242,19,3,36,16,42,0,0,11,2,1,4,0,0,0,0,17,0,489,31,0,0,0,0,4,1,44,42,16,0,0,0,12,1,0,2,2,6,0,0,1,0,1,24
Ilkay Gundogan,MCI,EPL,M,10,687,8,2,2,3,0,0,1,0,0,0,0,17,3,11,17,8,15,2,14,1,1,7,5,5,4,528,584,4,4,59,4,19,0,0,6,1,1,11,2,0,0,0,7,0,690,19,0,0,0,0,4,2,10,5,4,2,0,0,10,2,0,4,4,30,0,0,0,2,0,5
Rodrigo Ely,ALA,LIGA,D,8,686,8,0,2,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,7,8,7,10,3,238,308,0,22,24,0,33,0,0,1,0,0,0,0,0,0,0,0,0,394,5,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,40,40,33,0,0,0,0,0,0
Luca Pellegrini,CAG,SERI,D,8,685,8,0,2,5,0,0,0,1,0,1,0,3,1,6,30,4,6,1,4,1,1,9,2,8,7,173,248,4,5,43,9,29,0,0,0,0,0,3,1,0,0,0,10,0,429,5,0,0,0,0,0,0,1,1,4,1,0,0,9,1,0,7,7,13,0,0,0,0,0,12
Oier,OSA,LIGA,D,8,685,8,0,2,4,0,0,1,0,0,0,0,8,3,10,0,0,4,1,4,0,3,21,10,17,14,223,289,0,25,50,2,61,0,0,6,2,1,2,1,0,0,0,4,0,390,13,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,13,13,16,0,0,0,0,1,4
Alfonso Pedraza,BET,LIGA,M/D,9,684,8,1,4,1,0,0,0,0,0,0,0,7,2,9,15,4,4,0,4,0,4,17,10,10,10,203,272,4,3,36,10,40,0,0,3,1,0,4,1,0,0,0,5,0,482,11,0,0,0,0,0,0,0,0,3,0,0,0,14,1,0,12,12,14,0,0,1,0,0,14
Pierre Kunde Malong,MAI,BUND,M,9,682,8,1,4,3,0,0,0,0,0,0,0,16,3,15,4,2,3,2,3,0,0,10,5,5,3,286,355,2,9,53,10,31,0,0,6,2,0,10,1,0,0,0,6,0,493,8,0,0,0,0,0,0,1,1,1,1,1,0,20,0,0,23,23,24,0,0,0,0,0,12
Clement Grenier,REN,FRAN,M,9,682,8,1,3,2,0,0,1,0,1,0,0,6,2,6,19,2,10,0,8,2,1,18,10,9,7,265,347,0,7,50,6,38,0,0,2,1,1,4,1,0,0,0,5,0,467,8,0,0,0,0,8,1,9,9,2,4,1,0,7,2,0,15,15,18,1,0,0,0,1,6
Stefan Posch,HOF,BUND,D,8,682,8,0,3,3,0,0,0,0,0,0,0,9,3,12,5,0,2,0,2,0,5,28,15,12,7,280,372,0,21,39,3,58,0,1,6,2,0,3,1,0,0,0,3,0,554,9,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,17,17,15,1,0,0,0,0,4
Andrea Poli,BGN,SERI,M,9,681,8,1,6,2,0,0,0,0,0,0,0,6,1,11,2,0,5,1,5,0,1,10,5,7,15,302,336,0,10,41,4,37,0,0,0,0,0,6,1,0,0,0,10,0,434,4,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,2,2,8,0,0,0,0,0,5
Jerome Roussillon,WOL,BUND,D,8,681,8,0,3,0,0,0,1,0,0,0,0,5,1,13,21,3,5,1,5,0,2,14,8,5,11,167,226,3,2,46,14,41,0,0,1,1,1,4,0,0,0,0,10,0,458,10,0,0,0,0,0,0,0,0,8,0,0,0,6,3,0,12,12,5,0,0,2,0,0,28
Manu Garcia,ALA,LIGA,M,10,680,8,2,4,4,1,1,0,0,0,0,0,6,1,3,2,0,0,0,0,0,6,13,8,25,11,158,230,0,31,25,3,53,0,1,5,1,0,1,0,0,0,0,9,0,325,9,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,10,10,11,0,0,3,1,0,4
Didac  Rossello Vila,ESP,LIGA,D,9,680,8,1,2,1,0,0,0,0,0,0,0,4,0,12,22,1,5,0,5,0,1,18,13,9,6,221,323,1,22,24,4,48,0,0,3,0,0,1,0,0,0,0,3,0,518,11,0,0,0,0,0,0,1,0,7,0,0,0,13,1,0,14,14,10,0,0,0,0,0,6
Ruben Santos Garcia,OSA,LIGA,M,9,679,8,1,5,0,0,0,3,1,0,1,0,15,6,5,49,11,14,1,7,6,0,17,9,14,4,223,289,3,3,41,7,31,0,0,7,3,3,8,3,0,0,0,7,0,483,19,0,0,0,0,4,0,30,23,9,4,2,0,10,0,0,9,9,13,0,0,2,1,1,15
Daniel Congre,MTP,FRAN,D,9,679,8,1,1,2,0,0,0,0,0,0,0,5,1,8,3,0,1,0,1,0,1,18,11,5,7,317,383,0,22,35,2,49,0,0,5,1,0,0,0,0,0,0,2,0,470,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,15,15,36,0,0,0,2,0,4
