Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Julian Brandt,DOR,BUND,M,10,492,4,6,5,0,0,0,1,0,0,0,0,11,5,2,4,0,7,1,7,0,0,9,6,1,6,241,309,0,8,28,14,37,0,0,7,4,1,4,1,0,0,0,6,0,415,26,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,2,2,8,1,0,1,3,1,22
Simone Zaza,TOR,SERI,F,9,491,4,5,1,3,0,0,2,0,0,0,0,11,4,3,4,0,1,0,1,0,0,8,6,18,12,56,89,0,16,13,5,40,0,0,11,4,2,0,0,0,0,1,6,0,188,22,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,5,5,4,0,0,4,2,2,6
Casimir Ninga,SCO,FRAN,F,10,477,4,6,2,0,0,0,3,1,0,1,0,22,5,3,5,0,10,2,9,0,0,5,5,10,9,109,136,0,9,19,6,29,0,0,16,4,3,6,1,0,0,0,21,0,253,35,0,0,0,0,0,0,0,0,4,0,0,0,6,1,0,2,2,6,0,0,1,1,3,13
Matteo Pessina,VNA,SERI,M,9,470,4,5,1,1,0,0,1,0,0,0,0,6,2,4,3,1,3,0,3,0,4,8,5,6,12,171,223,0,14,21,4,38,0,0,3,1,1,3,1,0,0,0,5,0,321,11,0,0,0,0,2,1,0,0,1,0,0,0,4,1,0,4,4,6,0,0,0,1,1,5
Christian Atsu,NEW,EPL,M,9,453,4,5,1,1,0,0,0,2,0,2,0,3,1,3,14,7,10,2,7,1,0,6,4,4,4,116,142,6,5,31,13,28,0,0,3,1,0,0,0,0,0,0,9,0,248,7,0,0,0,0,0,0,5,3,1,0,0,0,10,1,0,4,4,4,1,0,3,0,0,23
Kenny Tete,OL,FRAN,D,9,446,4,5,0,1,0,0,0,0,0,0,0,4,0,8,16,3,4,0,4,0,1,12,5,6,8,265,316,3,2,25,5,27,0,0,3,0,0,1,0,0,0,0,3,0,466,7,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,17,17,17,0,0,0,0,0,7
Marco Parolo,LAZ,SERI,M,10,446,4,6,1,3,0,0,0,0,0,0,0,6,1,2,2,1,3,0,3,0,7,19,11,12,1,175,204,1,11,23,0,31,0,0,3,1,0,3,0,0,0,0,2,0,284,6,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,16,16,12,0,0,0,0,0,0
Angel Correa,ATL,LIGA,M,8,446,4,4,2,3,0,0,0,3,1,3,0,10,1,0,4,0,7,2,4,0,3,9,5,9,7,96,118,0,3,14,14,33,0,0,8,1,0,2,0,0,0,0,15,0,231,37,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,4,4,3,2,0,2,3,0,23
David Alaba,MUN,BUND,D,5,438,4,1,0,0,0,0,1,0,0,0,0,5,3,5,16,7,8,0,7,1,1,5,3,2,0,356,395,5,2,23,1,8,0,0,1,1,0,4,2,1,0,0,1,0,489,9,0,0,0,0,2,1,4,1,2,3,2,1,9,1,0,1,1,13,0,0,0,0,0,1
Shane Duffy,BHA,EPL,D,6,434,4,2,0,0,0,0,1,0,0,0,0,2,1,10,0,0,0,0,0,0,1,7,4,5,5,186,241,0,32,27,2,44,0,0,1,1,1,1,0,0,0,0,0,0,303,9,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,20,20,16,0,0,0,0,1,2
Gabriel Jesus,MCI,EPL,F,8,432,4,4,2,0,0,0,3,1,0,1,0,27,11,3,0,0,6,0,5,0,0,1,1,9,8,97,111,0,14,19,13,36,0,0,24,10,3,3,1,0,0,0,4,0,199,46,0,0,0,0,0,0,1,0,8,0,0,0,3,2,0,1,1,4,0,0,7,5,2,16
Mateo Pavlovic,SCO,FRAN,D,5,429,4,1,0,1,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,5,1,3,2,152,176,0,19,19,0,26,1,0,4,2,0,0,0,0,0,0,1,0,211,4,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,16,16,10,0,0,0,0,0,0
Kader Bamba,FCN,FRAN,M,11,426,4,7,3,1,0,0,0,1,0,1,0,4,1,4,8,3,12,3,11,0,0,7,6,8,16,161,193,3,2,39,15,40,0,0,1,0,0,3,1,0,0,0,10,0,309,16,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,4,1,0,1,0,0,29
Gabriel Strefezza,SPL,SERI,M,7,426,4,3,1,2,1,1,0,2,0,2,0,13,2,6,14,2,5,1,3,0,1,18,14,10,7,126,155,2,2,23,7,34,0,0,4,1,0,9,1,0,0,0,16,0,285,11,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,2,2,8,0,0,1,0,0,14
Yacine Adli,GDB,FRAN,M,8,426,4,4,2,1,0,0,2,1,0,0,1,9,4,1,23,7,14,2,10,3,0,6,4,4,9,208,250,0,5,15,11,31,0,0,1,1,0,8,3,2,0,0,9,0,351,3,0,0,0,0,6,1,14,14,3,1,1,1,6,0,0,0,0,11,0,0,0,0,0,16
Maxime Gonalons,GRA,LIGA,M,6,423,4,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,15,5,6,9,137,160,0,6,30,3,33,0,0,0,0,0,0,0,0,0,0,3,0,220,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,7,7,12,0,0,0,0,0,3
Rodrigo Bentancur,JUV,SERI,M,8,422,4,4,2,4,0,0,0,2,1,1,1,3,0,7,18,7,11,2,6,3,0,12,4,14,5,221,249,2,8,25,6,31,0,0,1,0,0,2,0,0,0,0,6,0,347,3,0,0,0,0,3,1,12,10,1,0,0,0,3,0,0,8,8,8,0,0,0,0,0,9
Christopher Nkunku,RBL,BUND,M,9,422,4,5,3,1,0,0,3,4,1,3,1,11,6,5,20,5,12,2,5,3,0,3,2,8,4,142,164,0,6,19,13,26,0,0,7,4,2,4,2,1,0,0,7,0,275,24,0,0,0,0,1,1,13,13,5,0,0,0,2,1,0,0,0,3,1,0,1,4,2,21
Emiliano Rigoni,SMP,SERI,F/M,7,421,4,3,2,2,0,0,0,1,0,0,1,7,3,3,39,13,14,1,8,5,1,5,4,4,7,105,141,6,5,15,10,27,0,0,4,3,0,3,0,0,0,0,9,0,280,13,0,0,0,0,3,2,16,12,7,1,0,0,7,1,0,0,0,2,0,0,1,3,0,21
Dominik Kohr,EF,BUND,M,8,419,4,4,3,2,0,0,0,1,0,1,0,7,5,6,3,1,9,0,7,1,4,12,9,10,7,173,213,0,5,22,7,31,0,0,4,3,0,3,2,0,0,0,6,0,300,5,0,0,0,0,0,0,2,2,1,0,0,0,8,0,0,3,3,10,0,0,0,1,0,8
Leandro Paredes,PSG,FRAN,M,8,419,4,4,1,1,0,0,0,0,0,0,0,9,3,7,3,0,2,0,2,0,0,11,8,9,3,429,456,0,3,35,5,22,0,0,0,0,0,9,3,0,0,0,1,0,512,0,0,0,0,0,0,0,0,0,1,1,1,0,5,1,0,4,4,27,0,0,0,0,0,7
Kai Proger,PAD,BUND,F/M,8,419,4,4,1,0,0,0,1,2,0,1,1,8,2,4,28,6,9,1,2,5,4,8,2,6,6,61,95,2,1,26,13,28,0,0,2,1,1,6,1,0,0,0,6,0,228,7,0,0,0,0,6,1,9,9,4,1,0,0,12,1,0,1,1,3,0,0,1,0,0,26
Pablo Fornals,WHU,EPL,M,10,418,4,6,3,0,0,0,0,0,0,0,0,11,2,2,20,3,6,1,3,3,0,10,6,3,5,137,164,1,3,25,4,22,0,0,6,2,0,5,0,0,0,0,10,0,262,10,0,0,0,0,2,0,10,8,2,0,0,0,9,1,0,3,3,10,0,0,2,0,0,6
Sergio Floccari,SPL,SERI,F,8,418,4,4,1,1,0,0,0,0,0,0,0,10,4,1,8,2,4,0,4,0,0,5,1,7,5,87,104,2,11,15,7,28,0,0,7,3,0,3,1,0,0,0,6,0,173,21,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,6,0,0,10
Fred,MUN,EPL,M,7,418,4,3,0,2,0,0,0,0,0,0,0,11,2,7,1,1,6,0,6,0,2,17,9,8,7,234,267,1,1,44,5,30,0,0,3,0,0,8,2,0,0,0,4,0,362,8,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,8,19,0,0,0,0,0,8
Roberto,WHU,EPL,G,5,416,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,120,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,26,0,0,0,0,0,0
Andros Townsend,CRY,EPL,M,9,415,4,5,2,0,0,0,1,0,1,0,0,3,3,6,20,3,4,0,4,0,0,17,14,4,10,88,121,3,1,35,14,42,0,0,1,1,1,2,2,0,0,0,9,0,243,5,0,0,0,0,0,0,4,4,3,0,0,0,8,1,0,2,2,3,0,0,0,0,0,17
Marco Richter,AUG,BUND,F,7,415,4,3,2,1,0,0,2,0,1,0,0,14,8,5,4,0,4,2,4,0,0,7,4,7,7,55,83,0,3,22,7,24,0,0,7,5,2,7,3,0,0,0,8,0,183,13,0,0,0,0,0,0,0,0,2,2,1,0,8,1,0,2,2,7,0,0,0,0,2,17
Hamed Junior Traore,SAS,SERI,M,8,413,4,4,2,1,0,0,1,1,0,1,0,15,8,4,10,0,7,0,5,1,0,11,8,6,10,183,213,0,1,19,6,28,0,0,7,5,1,8,3,0,0,0,9,0,308,20,0,0,0,0,2,0,7,7,2,1,0,0,7,0,0,0,0,3,0,0,1,1,1,13
Juraj Kucka,PAR,SERI,M,6,410,4,2,0,0,0,0,1,0,0,0,0,11,2,5,5,0,4,0,4,0,0,7,4,7,6,108,161,0,25,32,3,41,0,0,3,1,1,8,1,0,0,0,6,0,243,5,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,13,13,9,0,0,0,0,0,4
Mouctar Diakhaby,VAL,LIGA,D,6,409,4,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,2,2,2,6,6,200,228,1,14,16,1,23,0,0,0,0,0,0,0,0,0,0,1,0,275,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,21,21,9,0,0,0,0,0,1
Arnaud Nordin,ETI,FRAN,M,9,406,4,5,3,1,0,0,1,0,0,0,0,4,2,2,15,2,2,0,2,0,1,3,1,2,9,91,109,2,1,16,7,20,0,0,2,1,1,2,1,0,0,1,5,0,192,12,0,0,0,0,0,0,1,1,4,0,0,0,6,0,0,2,2,1,0,0,0,0,1,13
Quini,GRA,LIGA,D,5,405,4,1,0,0,0,0,0,0,0,0,0,6,0,3,12,1,4,0,4,0,1,14,7,4,3,102,126,1,6,19,5,28,0,0,0,0,0,6,0,0,0,0,3,0,236,3,0,0,0,0,0,0,0,0,7,0,0,0,6,2,0,4,4,7,0,2,0,0,0,10
Ramon Azeez,GRA,LIGA,M,9,401,4,5,2,1,0,0,2,0,0,0,0,11,2,7,3,0,0,0,0,0,0,2,2,11,5,100,114,0,3,15,2,12,1,0,6,2,2,5,0,0,0,0,5,0,169,9,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,2,2,4,0,0,0,1,2,4
Enis Bardhi,LEV,LIGA,M,7,399,4,3,2,1,0,0,1,0,0,0,0,10,4,4,18,1,3,0,3,0,1,6,4,12,9,103,137,1,2,16,3,20,0,0,2,2,1,8,2,0,0,1,8,0,228,11,0,0,0,0,1,0,8,6,1,2,1,0,5,0,0,2,2,3,0,0,2,1,1,6
Hasanne Kamara,SDR,FRAN,M,6,398,4,2,1,2,0,0,1,0,0,0,0,6,1,14,6,2,2,0,2,0,1,12,9,6,3,177,210,2,8,25,6,29,0,0,4,1,1,2,0,0,0,0,2,0,332,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,11,10,0,0,0,0,1,11
Alessandro Bastoni,INT,SERI,D,5,396,4,1,0,2,0,0,0,0,0,0,0,1,0,4,2,0,3,0,3,0,1,7,2,9,3,244,275,0,12,24,2,24,0,0,1,0,0,0,0,0,0,0,2,0,330,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,12,18,1,0,0,0,0,2
Khouma Babacar,LEC,SERI,F,7,394,4,3,3,1,0,0,1,0,0,0,0,15,7,1,0,0,5,0,5,0,3,6,5,11,14,58,83,0,12,14,7,37,0,0,11,6,1,4,1,0,0,1,7,0,187,26,1,0,0,1,0,0,0,0,2,0,0,0,6,0,0,12,12,3,0,0,1,1,1,12
Marvin Gakpa,FCM,FRAN,F,8,394,4,4,3,0,0,0,0,0,0,0,0,10,2,5,19,6,10,1,8,2,0,7,4,3,2,164,207,2,0,28,3,12,0,0,4,0,0,6,2,0,0,0,12,0,291,10,0,0,0,0,4,2,9,9,3,1,0,0,7,0,0,0,0,11,0,0,0,0,0,6
Luiz Araujo,LIL,FRAN,F,7,393,4,3,3,1,0,0,2,0,0,0,0,11,6,0,7,1,7,2,7,0,0,7,4,6,12,98,130,1,2,23,10,31,0,0,3,3,1,8,3,1,0,0,8,0,218,16,0,0,0,0,1,0,1,0,3,0,0,0,8,0,0,3,3,3,0,0,0,0,0,14
Reinildo Mandava,LIL,FRAN,D,7,393,4,3,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1,0,1,0,1,19,12,8,9,143,175,1,5,22,2,35,0,0,0,0,0,0,0,0,0,0,3,0,293,4,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,4,4,3,0,0,1,0,0,4
Francesco Magnanelli,SAS,SERI,M,6,390,4,2,1,2,0,0,0,0,0,0,0,2,0,3,0,0,5,0,5,0,1,6,5,5,15,305,351,0,11,35,2,33,0,0,0,0,0,2,0,0,0,0,4,0,407,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,6,6,18,0,0,0,0,0,2
Gianluca Lapadula,LEC,SERI,F,7,390,4,3,2,3,0,0,1,0,0,0,0,12,4,0,0,0,3,0,3,0,0,5,3,12,15,54,79,0,16,13,5,41,0,0,8,2,1,4,2,0,0,0,12,0,160,23,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,4,1,0,0,9,1,1,6
Mario Balotelli,BRS,SERI,F,5,387,4,1,1,2,0,0,1,0,0,0,0,24,6,1,4,1,2,0,2,0,1,0,0,9,14,58,91,1,8,12,2,24,0,0,13,2,1,11,4,0,0,0,0,0,157,16,0,0,0,0,0,0,0,0,4,3,2,0,7,0,0,4,4,6,0,0,2,2,1,3
Mario Rui,NAP,SERI,D,5,386,4,1,1,2,0,0,0,1,0,0,1,5,0,6,23,2,9,2,8,0,2,6,3,4,12,195,257,2,4,33,7,29,0,0,1,0,0,4,0,0,0,0,2,0,380,7,0,0,0,0,2,0,0,0,1,0,0,0,8,1,1,5,5,7,0,0,1,0,0,9
Sergio Leon,LEV,LIGA,F,8,386,4,4,4,2,0,0,1,0,0,0,0,13,3,0,3,1,0,0,0,0,0,1,1,6,4,30,48,1,6,6,1,12,0,0,7,3,1,6,0,0,0,0,5,0,97,13,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,2,1,0,0,5,1,1,2
Facundo Ferreyra,ESP,LIGA,F,8,385,4,4,4,0,0,0,1,0,0,0,0,5,5,1,2,1,2,1,2,0,0,5,1,16,7,42,66,1,18,8,2,31,0,0,3,3,1,2,2,0,0,0,6,0,118,15,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,2,2,1,0,0,3,1,1,2
Vinicius Junior,RMD,LIGA,F,7,385,4,3,3,1,0,0,1,1,0,1,0,13,5,1,10,1,4,1,3,0,0,2,1,4,9,103,133,1,1,14,12,24,0,0,9,4,0,4,1,1,0,0,3,0,236,45,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,3,0,33
Patrick Herrmann,BM,BUND,M,7,385,4,3,2,1,0,0,2,2,0,2,0,9,4,2,17,3,5,2,3,0,2,10,4,9,3,79,108,3,4,16,4,21,0,0,9,4,2,0,0,0,0,0,6,0,192,22,0,0,0,0,1,0,2,2,4,0,0,0,5,0,0,3,3,2,0,0,5,3,0,6
Sofiane Boufal,SOU,EPL,M,8,384,4,4,3,0,0,0,0,2,0,2,0,11,5,1,13,0,8,3,6,0,0,6,4,11,9,108,136,0,3,25,23,41,0,0,4,2,0,7,3,0,0,0,21,0,292,23,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,1,0,40
Gregoire Defrel,SAS,SERI,F,6,382,4,2,2,1,0,0,1,1,0,1,0,5,1,2,1,0,3,1,2,0,0,6,4,7,5,124,147,0,3,11,8,22,0,0,3,1,1,2,0,0,0,0,7,0,217,10,0,0,0,0,0,0,1,1,2,0,0,0,10,0,0,2,2,0,0,0,3,0,0,13
Thomas Meunier,PSG,FRAN,D,6,380,4,2,1,1,0,0,0,1,0,1,0,2,0,3,20,5,9,1,8,0,2,6,4,6,0,226,270,5,5,29,1,12,0,0,2,0,0,0,0,0,0,0,1,0,370,8,0,0,0,0,0,0,0,0,8,0,0,0,4,2,0,2,2,15,0,0,0,0,0,4
Ismael Bennacer,MIL,SERI,M,6,380,4,2,1,3,0,0,0,0,0,0,0,0,0,3,2,0,4,0,4,0,0,11,8,12,3,234,264,0,3,32,14,31,0,0,0,0,0,0,0,0,0,0,4,0,314,0,0,0,0,0,0,0,2,2,0,0,0,0,5,2,2,0,0,15,0,0,0,0,0,15
Jesse Lingard,MUN,EPL,M,8,380,4,4,4,2,0,0,0,0,0,0,0,4,0,2,3,0,7,1,7,0,0,7,3,10,4,133,150,0,1,19,6,18,0,0,1,0,0,3,0,0,0,0,7,0,204,7,0,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,7
DeAndre Yedlin,NEW,EPL,D,5,376,4,1,0,1,0,0,0,0,0,0,0,0,0,3,12,3,1,0,1,0,2,8,6,3,5,73,102,3,3,20,1,17,0,0,0,0,0,0,0,0,0,0,4,0,180,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,6,4,0,0,1,0,0,3
Levin Oztunali,MAI,BUND,M,5,373,4,1,1,1,0,0,1,1,0,1,0,8,1,3,5,1,6,1,5,0,1,6,2,12,4,63,104,1,5,20,8,23,0,0,4,1,1,4,0,0,0,1,3,0,182,14,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,1,1,1,1,0,1,0,0,12
Corentin Tolisso,MUN,BUND,M,6,371,4,2,1,0,0,0,0,0,0,0,0,9,2,2,3,0,8,0,8,0,0,1,1,5,4,278,310,0,3,34,7,15,1,0,5,1,0,4,1,0,0,0,10,0,367,14,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,2,2,24,1,0,0,0,0,10
John Stones,MCI,EPL,D,5,371,4,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,1,0,1,4,4,1,1,286,305,0,17,25,1,23,0,2,2,1,0,0,0,0,0,0,0,0,344,7,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,13,13,22,0,0,0,1,0,1
Thomas Monconduit,ASC,FRAN,M,6,370,4,2,2,2,0,0,0,0,0,0,0,2,1,4,6,1,2,0,1,1,0,12,6,6,5,170,215,0,5,29,5,27,0,1,0,0,0,2,1,0,0,0,2,0,280,0,0,0,0,0,2,1,3,3,0,0,0,0,7,0,0,10,10,14,0,0,0,0,0,5
Andre Silva,EF,BUND,F,5,370,4,1,0,0,0,0,3,1,0,1,0,19,7,0,3,1,9,1,8,0,0,4,1,8,7,89,121,1,6,17,7,23,0,0,15,6,3,4,1,0,0,0,11,0,211,31,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,3,3,2,0,0,1,1,2,10
Mauro Icardi,PSG,FRAN,F,5,369,4,1,1,0,0,0,4,1,0,1,0,18,8,0,1,0,4,2,3,0,0,1,0,4,1,39,45,0,3,5,0,5,0,0,18,8,4,0,0,0,0,0,1,0,80,28,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,2,2,1,0,0,4,7,4,0
Kasim Adams Nuhu,DUS,BUND,D,5,367,4,1,0,0,0,0,1,0,0,0,0,4,3,12,0,0,1,0,1,0,8,2,1,4,5,170,212,0,8,22,2,17,0,0,4,3,1,0,0,0,0,0,0,0,275,4,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,17,17,15,0,0,0,1,1,3
Aaron Connolly,BHA,EPL,F,8,366,4,4,4,0,0,0,2,0,0,0,0,15,6,0,5,0,3,0,3,0,0,1,1,4,13,46,56,0,9,10,4,27,0,0,12,6,2,3,0,0,0,1,5,0,135,24,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,2,2,0,0,0,5,1,1,7
Jhon Cordoba,KLN,BUND,F,7,366,4,3,2,0,0,0,0,0,0,0,0,15,3,1,1,0,5,1,5,0,1,2,1,6,8,56,67,0,7,11,2,19,0,0,12,3,0,3,0,0,0,0,3,0,131,22,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,4,4,1,0,0,2,2,0,4
Admir Mehmedi,WOL,BUND,F/M,6,366,4,2,4,0,0,0,1,1,0,1,0,5,1,3,7,2,4,0,2,1,0,3,2,9,6,122,159,1,4,18,3,16,0,0,4,1,1,1,0,0,0,0,10,0,225,10,0,0,0,0,0,0,3,2,2,0,0,0,2,0,0,2,2,7,0,0,3,1,0,6
Roberto Rosales,LGN,LIGA,D,5,365,4,1,1,3,0,0,0,1,0,1,0,1,0,3,20,8,10,2,5,4,1,12,9,9,3,93,134,7,3,25,1,19,0,0,0,0,0,1,0,0,0,0,1,0,234,6,0,0,0,0,1,1,3,2,4,1,0,0,5,1,0,10,10,5,0,0,1,0,0,3
Alfred Finnbogason,AUG,BUND,F,7,365,4,3,2,1,0,0,1,0,0,0,0,8,5,2,0,0,3,1,3,0,1,2,1,9,3,45,81,0,5,16,0,9,0,0,5,4,1,3,1,0,0,0,2,0,130,15,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,4,3,0,0,1,3,1,1
Erick Cabaco,LEV,LIGA,D,6,364,4,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,3,3,4,3,120,154,0,7,20,2,15,0,0,0,0,0,0,0,0,0,0,0,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,27,27,16,0,0,0,0,0,2
Federico Valverde,RMD,LIGA,M,7,361,4,3,3,0,0,0,0,1,0,1,0,6,1,3,4,1,3,1,2,0,0,9,6,3,3,146,168,1,8,23,3,23,0,0,2,1,0,4,0,0,0,0,3,0,229,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,12,0,0,0,2,0,7
Michael Lang,BRE,BUND,M/D,5,361,4,1,0,0,0,0,0,0,0,0,0,3,1,4,9,3,3,1,3,0,1,7,5,2,1,135,162,3,6,14,2,16,0,0,3,1,0,0,0,0,0,0,2,0,260,4,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,14,14,8,0,0,1,0,0,3
Javi Lopez,ESP,LIGA,D,5,361,4,1,0,1,0,0,0,0,0,0,0,1,0,8,7,1,2,1,2,0,1,11,8,5,7,102,147,1,5,32,6,29,0,1,0,0,0,1,0,0,0,0,2,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,8,8,0,0,0,0,0,8
Leopold Zingerle,PAD,BUND,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,138,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,2,17,0,0,0,0,0,0
Marvin Plattenhardt,HB,BUND,D,4,360,4,0,0,0,0,0,0,1,0,1,0,2,0,4,17,7,10,2,3,6,2,7,4,1,7,97,124,2,7,13,1,22,0,0,0,0,0,2,0,0,0,0,5,0,244,1,0,0,0,0,3,3,4,4,2,1,0,0,9,0,0,8,8,9,0,0,1,0,0,3
Vlad Chiriches,SAS,SERI,D,4,360,4,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,3,6,4,3,1,261,277,0,6,26,2,15,0,2,1,0,0,0,0,0,0,0,1,0,324,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,14,14,6,0,1,1,0,0,2
Ibrahima Mbaye,BGN,SERI,M/D,4,360,4,0,0,0,0,0,0,2,0,1,1,1,0,2,1,0,2,1,0,0,2,3,3,7,6,113,144,0,9,13,3,21,0,0,1,0,0,0,0,0,0,0,4,0,217,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,14,2,0,0,0,0,0,3
Tono,LEV,LIGA,D,4,360,4,0,0,0,0,0,0,0,0,0,0,1,0,2,15,3,5,0,4,1,0,4,4,3,7,126,155,3,7,29,5,23,0,0,1,0,0,0,0,0,0,0,2,0,260,3,0,0,0,0,0,0,1,0,3,0,0,0,6,0,0,6,6,5,0,0,0,0,0,13
Romain Salin,REN,FRAN,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,106,0,3,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,5,26,0,0,0,0,0,0
Gianluigi Buffon,JUV,SERI,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,70,79,0,1,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,5,10,0,0,0,0,0,0
Ngonda Muzinga,DIJ,FRAN,D,4,360,4,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,3,8,3,3,4,117,153,0,6,14,2,20,0,0,0,0,0,0,0,0,0,0,3,1,270,2,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,13,13,3,0,0,0,0,0,4
Frederik Ronnow,EF,BUND,G,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,138,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,40,0,0,0,0,0,0
Bernardo Espinosa,ESP,LIGA,D,4,360,4,0,0,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,6,4,7,1,108,164,0,20,23,1,28,0,0,3,1,1,0,0,0,0,0,0,0,195,6,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,11,11,18,0,0,1,0,0,1
Ciaran Clark,NEW,EPL,D,4,360,4,0,0,2,0,0,1,0,0,0,0,2,1,4,0,0,1,0,1,0,4,7,5,6,2,68,90,0,11,12,3,23,0,0,2,1,1,0,0,0,0,0,0,0,147,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,21,21,8,0,0,0,1,0,3
Sebastian Schonlau,PAD,BUND,D,4,360,4,0,0,0,0,0,1,0,0,0,0,3,2,5,0,0,1,0,1,0,2,9,3,2,3,300,329,0,14,18,1,27,0,1,3,2,1,0,0,0,0,0,0,0,387,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,24,24,16,0,0,0,0,0,1
