Player,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Juraj Kucka,54,4022,44,10,7,12,3,4,8,4,0,3,1,67,25,54,44,8,41,7,35,2,14,111,72,94,72,1329,1754,7,170,244,42,391,1,1,30,16,7,37,9,1,0,0,61,1,2565,71,1,1,0,0,0,0,6,4,17,3,1,0,67,10,1,87,83,75,4,0,4,2,4,86
Jurgen Locadia,39,1763,18,21,11,1,0,0,5,1,0,1,0,44,15,10,17,6,15,1,14,0,0,18,12,29,19,331,461,6,30,78,7,74,0,1,30,11,4,14,4,1,0,0,24,0,735,72,0,0,0,0,0,0,0,0,14,1,0,0,32,2,0,12,12,22,0,0,16,5,4,12
Justin Eilers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hoffmanns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hoogma,2,110,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,2,0,0,90,102,0,2,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,9,0,0,0,0,0,0
Justin Kluivert,38,2043,23,15,18,3,1,1,3,6,1,6,0,37,11,10,81,22,47,4,38,3,0,35,33,36,39,506,603,20,11,84,39,124,0,0,16,6,2,21,5,1,1,0,32,0,1081,86,0,0,0,0,1,0,9,6,20,0,0,0,22,2,0,9,9,16,0,0,2,1,2,80
Justin Mobius,2,47,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Kaan Ayhan,38,3344,38,0,3,13,0,0,5,1,0,0,1,33,11,74,8,2,11,1,9,1,25,74,41,34,20,1692,1938,2,58,207,14,166,2,1,23,10,4,10,1,1,0,0,7,0,2429,30,0,0,0,0,0,0,0,0,4,7,1,1,69,6,2,142,142,211,3,1,4,6,2,20
Kadeem Harris,13,366,3,10,1,1,0,0,1,0,0,0,0,5,3,3,15,4,6,1,6,0,0,12,5,4,5,62,88,4,3,10,6,26,0,0,3,3,1,2,0,0,0,0,7,0,185,13,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,4,4,0,0,0,1,1,1,15
Kader Bamba,11,426,4,7,3,1,0,0,0,1,0,1,0,4,1,4,8,3,12,3,11,0,0,7,6,8,16,161,193,3,2,39,15,40,0,0,1,0,0,3,1,0,0,0,10,0,309,16,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,4,1,0,1,0,0,29
Kader Mangane,20,1719,20,0,1,4,0,0,1,1,0,1,0,14,3,24,1,1,3,1,2,0,18,38,24,26,6,503,669,1,48,86,7,99,2,2,13,3,1,1,0,0,0,1,3,0,938,31,0,0,0,0,0,0,0,0,4,0,0,0,30,3,0,116,116,84,0,2,2,2,0,7
Kai Havertz,98,7389,80,18,16,8,0,0,27,17,2,14,3,173,82,59,74,16,108,24,89,2,9,85,56,95,128,3492,4189,14,232,398,120,559,0,0,120,57,24,53,25,3,0,1,176,0,5790,325,3,3,0,0,3,0,13,6,54,3,0,0,121,16,0,68,68,152,9,0,10,15,17,241
Kai Proger,8,419,4,4,1,0,0,0,1,2,0,1,1,8,2,4,28,6,9,1,2,5,4,8,2,6,6,61,95,2,1,26,13,28,0,0,2,1,1,6,1,0,0,0,6,0,228,7,0,0,0,0,6,1,9,9,4,1,0,0,12,1,0,1,1,3,0,0,1,0,0,26
Kaiser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalidou Koulibaly,107,9435,106,1,2,21,1,3,9,3,0,3,0,53,19,159,17,2,27,1,24,0,86,195,147,134,46,7253,8073,2,223,826,39,496,4,1,47,17,9,6,2,0,0,0,21,1,9359,95,0,0,0,0,0,0,0,0,18,0,0,0,87,46,0,390,386,419,1,2,4,6,7,58
Kalidou Sidibe,23,1305,18,5,13,8,0,0,1,0,0,0,0,4,2,16,0,0,5,0,5,0,3,25,12,40,14,454,612,0,66,95,4,108,0,1,1,1,1,3,1,0,0,0,14,0,779,8,0,0,0,0,0,0,0,0,1,0,0,0,17,2,0,25,25,21,0,0,0,0,0,6
Kalifa Coulibaly,51,3065,33,18,9,5,1,1,12,2,0,2,0,93,34,9,23,6,36,3,34,0,2,29,18,83,32,386,705,6,229,63,28,309,0,0,80,33,11,13,1,1,0,1,61,0,1288,193,1,1,0,0,0,0,1,0,26,0,0,0,30,9,0,44,44,6,0,0,37,18,7,61
Kamil Glik,115,10350,115,0,0,26,0,0,10,5,0,1,4,68,24,193,6,2,16,7,10,0,62,101,65,114,98,4362,5271,2,282,451,5,466,1,4,68,24,10,0,0,0,1,0,9,0,6762,111,0,0,0,0,0,0,0,0,10,0,0,0,134,39,4,773,761,430,1,1,6,6,9,7
Kamil Grosicki,31,2135,21,10,9,1,0,0,4,6,1,5,1,60,16,16,209,51,48,13,21,20,0,8,5,13,8,490,677,14,5,90,36,57,0,0,33,11,4,27,5,0,0,0,35,0,1230,105,2,1,0,1,19,3,90,80,44,6,2,0,41,1,0,13,13,7,2,0,8,7,2,84
Kamil Wojtkowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kang-In Lee,9,235,2,7,2,2,0,1,1,0,0,0,0,5,2,3,13,3,4,0,4,0,0,3,0,8,4,82,91,2,0,9,6,13,0,0,2,1,1,3,1,0,0,0,5,0,151,6,0,0,0,0,0,0,1,1,3,0,0,0,5,0,0,0,0,2,1,0,0,0,1,8
Kara,6,507,6,0,1,0,0,0,0,0,0,0,0,5,1,6,3,0,1,1,1,0,1,12,10,2,6,157,201,0,16,33,0,34,0,0,3,0,0,2,1,0,0,0,2,0,280,5,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,24,24,13,0,0,0,0,0,1
Karamoko Cisse,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Karim Achahbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Azamoum,30,2257,26,4,8,5,0,1,1,0,0,0,0,23,7,26,64,10,21,0,16,5,12,83,56,58,17,644,884,3,74,133,12,183,0,3,11,0,0,12,7,1,0,0,30,0,1323,35,0,0,0,0,11,2,27,20,11,4,2,0,33,4,1,52,52,33,1,0,0,0,0,21
Karim Bellarabi,67,3913,47,20,23,10,0,1,9,14,2,13,1,145,51,38,213,38,83,21,64,2,1,64,42,73,56,1134,1490,38,10,208,85,215,0,0,84,32,9,61,19,0,0,0,89,0,2641,189,0,0,0,0,0,0,2,0,78,0,0,0,66,6,0,15,14,45,5,0,20,8,5,189
Karim Benzema,107,7884,93,14,47,1,0,0,44,24,2,24,0,276,115,21,44,10,145,26,121,0,3,61,33,58,45,2467,2985,10,81,166,105,291,0,0,233,99,42,43,16,2,0,2,135,0,4145,605,6,6,0,0,0,0,3,0,65,1,0,0,98,13,0,65,64,104,9,0,76,48,36,171
Karim Coulibaly,9,561,6,3,5,0,0,0,0,0,0,0,0,11,4,7,27,4,6,1,5,1,0,11,8,8,3,127,166,4,12,37,15,41,0,0,7,3,0,4,1,0,0,0,14,0,322,17,0,0,0,0,1,0,7,7,8,0,0,0,6,1,0,3,3,3,0,0,0,1,0,31
Karim Guede,7,246,4,3,4,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,1,0,1,8,5,12,8,23,60,0,16,3,0,31,0,0,2,0,0,1,0,0,0,1,2,0,105,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,0,0,0,1
Karim Onisiwo,60,2830,28,32,12,7,0,0,9,4,0,4,0,71,34,26,41,10,35,6,31,0,6,61,43,65,89,394,608,10,92,106,49,285,1,0,57,25,8,14,9,1,0,0,66,0,1357,166,0,0,0,0,0,0,0,0,21,0,0,0,64,2,1,26,26,6,0,0,13,10,5,128
Karim Rekik,65,5585,63,2,5,8,0,1,2,2,0,2,0,18,4,90,20,4,9,2,7,0,40,93,63,57,50,2772,3202,4,130,287,15,284,1,2,14,3,2,4,1,0,0,0,30,1,4003,31,0,0,0,0,0,0,0,0,6,0,0,0,108,12,5,220,218,234,0,1,2,2,0,20
Karim Zedadka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Darlow,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,297,0,3,90,0,3,1,3,0,0,0,0,0,0,0,0,0,1,395,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,6,6,83,0,0,0,0,0,0
Karl Toko Ekambi,113,8267,93,20,37,9,0,0,39,13,2,12,1,270,119,58,159,32,117,17,102,0,0,55,31,86,101,1799,2333,32,88,292,203,443,0,1,189,90,35,81,29,4,0,2,175,0,4084,481,4,3,1,0,0,0,1,1,88,2,1,0,122,8,1,15,14,71,6,0,69,37,27,362
Karl-Johan Johnsson,92,8229,92,0,0,1,0,1,0,2,0,2,0,0,0,1,0,0,5,2,3,0,0,1,1,2,15,1348,2416,0,32,790,1,40,4,3,0,0,0,0,0,0,0,0,0,0,3251,1,0,0,0,0,0,0,0,0,1,0,0,0,144,23,1,72,72,780,0,0,0,0,0,1
Karlan Grant,13,874,9,4,1,0,0,0,3,0,0,0,0,20,11,2,9,0,8,0,8,0,0,4,1,8,8,148,212,0,10,38,12,34,0,1,15,8,2,5,3,1,0,1,24,0,363,37,0,0,0,0,0,0,0,0,7,0,0,0,23,1,0,1,1,4,0,0,4,3,1,26
Karlo Butic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlo Letica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karol Linetty,99,7185,80,19,27,24,0,0,7,10,0,10,0,85,27,69,44,8,86,8,75,1,8,245,173,144,133,2905,3513,8,60,507,90,524,0,1,32,16,6,53,11,1,0,0,109,0,4902,128,0,0,0,0,0,0,2,0,31,0,0,0,114,18,0,39,39,100,5,0,3,5,4,153
Karolis Uzela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasey Palmer,4,169,1,3,1,2,0,0,0,0,0,0,0,2,1,0,4,1,1,0,0,1,0,6,3,4,1,41,53,0,2,8,3,12,0,0,1,0,0,1,1,0,0,0,5,0,88,2,0,0,0,0,0,0,3,2,1,0,0,0,2,0,0,1,1,1,1,0,0,0,0,3
Kasim Adams Nuhu,18,1273,15,3,3,4,1,1,1,1,0,1,0,6,3,36,0,0,2,0,1,0,13,22,12,26,8,595,742,0,38,76,9,77,0,0,5,3,1,1,0,0,0,0,4,0,943,6,0,0,0,0,0,0,0,0,3,0,0,0,22,3,1,60,60,57,0,1,0,2,1,11
Kasper Dolberg,6,465,6,0,5,1,0,0,2,1,0,1,0,6,4,2,1,0,5,2,4,0,0,3,2,6,5,67,82,0,6,7,1,14,0,0,4,3,2,2,1,0,0,0,8,0,155,13,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,4,4,1,0,0,1,0,2,7
Kasper Schmeichel,111,9953,111,0,2,7,0,0,0,0,0,0,0,1,0,5,0,0,3,2,2,1,0,4,3,0,15,1801,3309,0,35,933,5,54,4,5,1,0,0,0,0,0,0,0,0,1,4258,1,0,0,0,0,0,0,0,0,2,0,0,0,150,29,0,97,92,1061,1,0,0,0,0,5
Kastriot Dermaku,3,255,3,0,1,0,0,0,0,0,0,0,0,2,2,5,0,0,1,0,1,0,5,4,2,3,1,45,62,0,10,11,0,15,0,1,1,1,0,1,1,0,0,0,0,0,102,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,15,15,7,0,0,0,0,0,0
Kaylen Hinds,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,9,13,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3
Kayne Ramsay,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0
Kazaiah Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keagan Dolly,38,1559,17,21,14,2,0,0,1,2,2,2,0,34,12,15,82,33,37,0,20,15,0,24,15,14,7,551,685,10,7,97,21,58,0,1,10,2,1,24,10,0,0,0,31,0,1048,36,0,0,0,0,8,3,41,33,7,0,0,0,23,0,0,7,7,15,0,0,2,4,0,38
Keanan Bennetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keidi Bare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keinan Davis,6,74,0,6,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,0,2,0,0,1,1,1,1,18,21,0,3,2,3,8,0,0,4,2,0,0,0,0,0,0,2,0,43,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,4
Keisuke Honda,8,220,2,6,1,0,0,0,1,0,0,0,0,4,2,2,22,9,11,1,9,2,0,0,0,4,4,91,112,7,2,11,4,10,0,0,0,0,0,4,2,1,0,0,3,0,163,6,0,0,0,0,6,1,5,4,1,1,1,1,4,0,0,1,1,1,0,0,0,0,0,7
Keita Balde,86,4477,49,37,38,8,3,3,31,11,0,10,1,140,63,11,162,32,85,14,72,1,1,42,26,65,112,1103,1371,31,28,175,105,283,0,0,106,52,29,34,11,2,0,1,90,0,2393,300,2,2,0,0,2,0,21,11,57,0,0,0,54,3,1,6,6,19,5,0,40,10,19,181
Keko,69,3814,48,21,43,12,0,0,2,6,2,6,0,57,20,41,213,49,45,10,38,0,6,121,67,95,81,844,1146,46,32,270,56,288,0,1,42,16,2,15,4,0,0,0,83,0,2178,132,0,0,0,0,0,0,14,9,44,0,0,0,55,1,2,25,25,28,1,0,28,9,0,121
Kelechi Iheanacho,71,2281,21,50,17,4,0,0,8,9,1,9,0,69,24,5,15,1,37,9,28,0,2,21,16,39,18,552,714,1,25,87,30,94,0,0,49,18,7,20,6,1,0,1,55,0,1104,134,0,0,0,0,0,0,0,0,13,0,0,0,42,2,0,8,7,16,7,0,18,11,6,49
Kelvin Amian,102,8755,98,4,3,12,0,1,1,4,0,4,0,45,11,123,114,23,32,5,23,4,32,192,134,91,39,2217,2835,23,125,440,65,417,1,0,13,5,1,32,6,0,0,0,63,0,4934,49,0,0,0,0,0,0,0,0,18,0,0,0,137,30,4,311,310,150,1,2,4,2,0,115
Kelvin Ofori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelyan Guessoum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Reichel,2,131,1,1,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0,2,1,0,4,47,66,0,4,6,0,10,0,0,1,0,0,0,0,0,0,0,0,0,111,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,3,0,0,0,0,0,1
Ken Sema,27,1548,18,9,12,1,0,0,1,2,1,2,0,16,4,15,56,13,17,2,14,1,0,35,21,22,13,337,462,10,28,82,30,106,0,0,11,3,0,5,1,1,0,0,38,0,868,48,0,0,0,0,1,0,21,12,11,0,0,0,26,2,0,15,15,6,0,0,2,0,0,53
Kenan Karaman,52,2275,23,29,14,3,0,0,5,2,0,2,0,51,14,5,24,7,30,5,28,0,8,34,24,29,40,486,667,7,52,84,37,163,0,0,38,12,5,13,2,0,0,1,55,0,1129,117,0,0,0,0,0,0,1,1,18,0,0,0,36,2,0,23,23,17,0,0,8,4,4,72
Kenan Kodro,48,1845,19,29,8,4,0,0,8,1,0,1,0,45,17,6,7,1,18,0,17,0,3,16,13,22,30,446,590,1,91,77,6,141,0,0,34,14,8,11,3,0,0,0,53,0,872,71,0,0,0,0,0,0,0,0,9,0,0,0,46,1,0,18,18,12,0,0,7,5,4,24
Kenedy,46,2629,28,18,15,3,0,0,3,5,1,4,1,63,13,52,75,23,28,5,19,4,1,66,40,40,47,655,884,16,11,213,55,179,0,1,27,9,3,36,4,0,0,0,69,0,1663,62,1,0,0,1,2,0,29,23,18,2,0,0,32,5,0,29,29,27,0,0,5,4,2,103
Kenneth Omeruo,35,3051,34,1,3,9,0,0,0,0,0,0,0,4,1,44,2,1,2,0,2,0,16,60,30,23,13,926,1178,1,75,157,8,154,1,3,3,1,0,1,0,0,0,0,4,0,1618,8,0,0,0,0,0,0,0,0,1,0,0,0,40,8,3,192,192,131,0,0,1,0,0,9
Kenneth Zohore,19,746,7,12,5,1,0,0,1,1,0,1,0,17,8,2,7,2,12,1,11,0,2,3,2,13,20,85,136,2,41,19,5,68,0,0,14,6,1,3,2,0,0,0,14,0,265,38,0,0,0,0,0,0,0,0,12,0,0,0,19,1,0,5,5,1,1,0,4,2,0,8
Kenny Lala,76,6565,72,4,1,8,1,1,9,13,0,10,3,46,17,81,341,76,100,11,64,23,22,176,96,69,74,2682,3375,51,52,485,116,415,2,3,18,10,7,28,7,2,0,0,97,0,5656,48,6,5,0,1,26,6,68,59,49,8,2,1,103,14,2,111,111,381,4,0,1,2,7,218
Kenny McLean,10,741,8,2,0,2,0,0,1,0,0,0,0,7,1,14,5,2,4,1,4,0,2,19,10,8,16,358,432,2,23,41,4,62,0,0,3,1,1,4,0,0,0,0,5,0,568,5,0,0,0,0,0,0,0,0,2,0,0,0,20,1,1,19,19,20,0,0,0,0,0,5
Kenny Rocha Santos,4,60,1,3,1,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,1,1,2,4,17,30,0,0,3,2,7,0,0,1,0,0,1,0,0,0,0,1,0,54,1,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2
Kenny Tete,44,3098,32,12,3,5,0,0,1,7,0,7,0,19,5,55,120,35,37,6,30,0,13,79,53,46,40,1505,1785,35,41,205,16,175,0,0,14,3,1,5,2,0,0,0,29,0,2739,59,0,0,0,0,0,0,0,0,26,0,0,0,47,8,0,86,86,76,1,0,6,1,1,38
Kepa Arrizabalaga,100,8946,100,0,1,7,0,0,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,2,2,1,16,2147,2988,0,23,728,3,37,2,3,0,0,0,0,0,0,0,0,1,0,3777,0,0,0,0,0,0,0,0,0,2,0,0,0,121,30,1,53,52,877,0,2,0,0,0,3
Kerem Demirbay,81,5895,70,11,30,13,0,0,12,20,0,10,10,142,41,93,330,104,187,34,95,72,15,159,105,135,92,2634,3259,18,50,435,140,439,0,1,36,16,6,106,25,6,0,0,146,0,4949,118,1,1,0,0,45,13,224,205,37,20,3,1,80,8,0,53,53,189,9,0,8,6,2,252
Kermit Erasmus,9,163,2,7,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,1,3,67,75,0,4,2,1,8,0,0,4,0,0,0,0,0,0,0,6,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4
Keshi Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keven Schlotterbeck,16,1395,15,1,0,3,0,1,0,0,0,0,0,5,2,25,1,1,0,0,0,0,20,42,25,14,13,630,746,1,34,80,8,97,0,1,4,2,0,1,0,0,0,0,3,0,972,11,0,0,0,0,0,0,0,0,2,0,0,0,30,2,1,52,52,52,0,0,1,1,0,10
Kevin,7,463,5,2,1,2,0,0,0,0,0,0,0,0,0,7,14,2,2,0,2,0,3,9,6,7,13,197,238,2,3,30,4,29,0,0,0,0,0,0,0,0,0,0,1,0,378,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,11,11,6,0,0,0,0,0,7
Kevin Agudelo,2,129,1,1,1,1,0,0,1,1,0,1,0,1,1,1,3,0,3,0,2,0,1,7,3,4,5,45,55,0,0,7,11,23,0,0,1,1,1,0,0,0,0,0,5,0,102,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,11
Kevin Akpoguma,41,2970,31,10,4,6,0,0,0,1,0,1,0,7,2,55,7,1,8,2,7,0,15,88,65,34,34,1486,1731,1,56,165,11,185,2,3,3,1,0,4,1,0,0,0,15,1,2200,8,0,0,0,0,0,0,0,0,2,0,0,0,54,7,1,97,97,74,1,0,1,0,0,15
Kevin Berigaud,31,1359,14,17,11,1,0,0,0,4,0,4,0,18,2,10,30,9,19,5,15,0,0,15,11,27,21,297,397,9,16,70,13,65,0,0,11,1,0,7,1,0,0,0,25,0,629,37,0,0,0,0,0,0,1,1,9,0,0,0,19,0,0,3,3,3,2,0,0,4,0,33
Kevin Bonifazi,36,2958,33,3,5,2,0,0,3,1,0,1,0,15,4,53,7,3,8,0,7,0,28,61,40,28,24,1300,1488,3,56,214,25,164,0,0,7,3,3,8,1,0,0,0,22,0,1971,16,0,0,0,0,0,0,0,0,3,0,0,0,49,6,0,96,96,80,0,0,0,0,1,32
Kevin Danso,47,3244,36,11,8,5,1,1,3,2,0,1,1,23,9,67,9,1,9,1,4,3,37,63,39,48,40,1066,1454,1,107,162,13,217,3,0,22,9,3,1,0,0,0,1,9,1,2122,35,0,0,0,0,0,0,0,0,4,0,0,0,77,6,0,173,173,118,0,0,0,2,2,27
Kevin De Bruyne,102,7726,89,13,36,8,0,0,18,45,9,37,8,236,76,56,709,194,285,65,160,79,5,146,101,85,96,4740,5712,65,36,513,152,429,0,3,79,27,8,157,49,10,2,1,131,0,7872,299,1,0,0,1,74,17,398,263,148,31,12,2,64,19,0,29,28,297,38,0,6,8,5,218
Kevin Denkey,8,281,4,4,1,1,0,0,3,0,0,0,0,12,4,0,5,1,1,0,1,0,0,6,2,9,6,41,61,1,6,6,3,20,0,0,9,4,3,3,0,0,0,0,3,0,121,16,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,1,0,0,2,0,2,4
Kevin Diks,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kevin Gameiro,95,4848,53,42,37,1,0,0,27,9,1,9,0,110,53,17,27,4,59,17,50,0,3,45,34,35,29,849,1121,4,32,129,47,152,0,0,101,52,26,9,1,1,1,1,87,0,1814,309,4,3,1,0,0,0,0,0,43,0,0,0,58,6,0,15,15,9,4,0,53,27,23,102
Kevin Goden,5,272,3,2,1,1,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,1,4,3,2,0,48,80,1,7,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,9,9,2,0,0,0,0,0,4
Kevin Kampl,87,6865,77,10,18,12,0,0,4,10,5,9,1,97,32,139,184,51,141,14,98,32,8,140,100,97,47,3812,4493,14,41,569,98,323,2,0,31,10,3,66,22,1,0,0,84,0,5797,83,0,0,0,0,17,6,119,89,38,3,0,0,105,11,0,53,53,224,11,1,17,1,1,171
