Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Aron Gunnarsson,CC,EPL,M,28,2275,27,1,9,5,0,0,1,1,0,1,0,20,4,38,12,2,16,2,13,2,12,51,29,26,30,536,749,2,47,174,11,136,0,1,9,4,1,11,0,0,0,0,7,0,1254,24,0,0,0,0,0,0,0,0,6,0,0,0,40,5,0,54,54,41,1,0,0,2,1,13
Jean Michael Seri,FUL,EPL,M,32,2250,27,5,13,6,0,0,1,2,1,2,0,19,6,32,108,39,57,7,31,24,9,41,28,32,23,1385,1592,10,14,158,16,93,2,2,4,2,0,15,4,1,1,0,25,0,2004,11,0,0,0,0,9,1,93,71,9,3,1,0,54,1,0,13,13,98,1,0,1,1,0,21
Jadon Sancho,DOR,BUND,F,34,2459,26,8,9,2,0,0,12,14,7,12,2,40,22,14,109,26,63,13,33,14,1,19,10,5,37,1105,1302,5,1,133,113,170,0,1,31,19,11,9,3,1,0,2,57,0,1967,141,0,0,0,0,11,2,85,65,23,0,0,0,36,5,0,5,5,20,4,0,3,3,8,186
Kevin Lasagna,UDN,SERI,F,36,2451,26,10,7,2,0,0,6,2,0,2,0,64,22,8,23,5,20,2,18,0,2,6,1,32,35,314,449,5,88,73,9,137,0,0,54,21,6,10,1,0,0,1,24,0,835,130,1,0,0,1,0,0,0,0,17,1,0,0,41,4,0,34,34,7,0,0,22,9,4,23
Luiz Gustavo,OM,FRAN,M,30,2432,26,4,1,8,0,0,2,0,1,0,0,31,7,36,7,3,8,1,8,0,12,73,43,37,40,1274,1435,3,15,161,15,143,0,0,15,3,1,16,4,1,0,0,12,0,1798,28,0,0,0,0,0,0,0,0,4,2,1,0,43,6,2,59,59,75,0,0,2,1,1,19
Bryan Cristante,ROM,SERI,M,35,2418,26,9,4,10,0,0,4,3,0,2,1,43,10,29,26,5,27,2,24,0,5,64,35,63,15,1064,1294,5,64,175,29,172,0,0,23,5,3,20,5,1,0,0,34,0,1717,42,0,0,0,0,0,0,0,0,10,0,0,0,41,5,0,45,45,74,3,0,0,2,2,43
Thiago Alcantara,MUN,BUND,M,30,2408,26,4,3,5,0,0,2,6,1,5,1,23,8,44,69,16,39,6,21,11,4,87,65,52,34,2302,2507,1,36,266,57,212,1,0,11,6,2,12,2,0,0,0,28,0,2968,30,0,0,0,0,11,1,62,50,7,1,1,0,21,9,1,17,17,218,2,0,0,1,1,67
Pierre Lees-Melou,NIC,FRAN,M,30,2393,26,4,2,5,0,1,2,1,0,0,1,39,11,36,39,15,30,3,23,6,8,73,45,43,32,1206,1408,4,17,146,15,135,0,0,17,5,0,22,6,2,0,0,25,0,1855,42,0,0,0,0,6,4,24,23,11,0,0,0,24,9,0,33,33,81,1,0,1,4,0,30
Alex Granell,GIR,LIGA,M,32,2392,26,6,6,5,0,0,0,4,0,0,4,39,7,35,173,55,51,11,25,21,5,64,28,33,48,994,1306,24,33,164,21,163,0,1,3,1,0,36,6,0,0,0,27,0,1915,12,0,0,0,0,43,13,66,61,9,8,1,0,40,5,0,31,31,108,2,0,1,0,0,31
William Carvalho,BET,LIGA,M,30,2386,26,4,6,7,0,0,0,5,0,4,1,10,2,12,3,0,18,3,13,0,0,45,27,24,35,1695,1904,0,40,202,43,163,0,0,6,1,0,4,1,0,0,0,35,0,2196,13,0,0,0,0,1,0,0,0,2,0,0,0,37,3,0,30,30,103,4,0,2,1,0,58
Ashley Barnes,BUR,EPL,F,37,2386,26,11,10,8,0,0,12,2,0,2,0,65,30,2,6,1,22,6,20,0,8,28,17,54,65,306,518,1,132,77,7,219,0,0,54,26,12,11,4,0,0,0,39,1,984,110,2,2,0,0,0,0,1,1,16,0,0,0,41,4,0,24,24,14,2,0,22,13,10,13
Hiroki Sakai,OM,FRAN,D,27,2373,26,1,0,3,0,0,1,4,0,4,0,6,3,38,33,8,26,4,22,0,10,57,40,32,25,950,1164,8,86,114,12,177,0,0,3,2,0,3,1,1,0,0,16,0,1790,28,0,0,0,0,0,0,0,0,11,0,0,0,32,10,1,67,67,34,1,0,1,0,0,20
Wendell,LEV,BUND,D,29,2368,26,3,3,5,0,0,2,2,0,2,0,12,6,28,36,9,16,3,14,0,13,77,48,36,13,1546,1793,9,42,165,7,138,0,0,3,3,2,9,3,0,0,0,6,0,2407,18,2,1,0,1,1,0,1,1,10,1,0,0,40,5,0,58,58,69,1,0,1,1,2,15
Marc Cucurella,EIB,LIGA,D,31,2356,26,5,7,6,0,0,1,2,2,2,0,22,2,20,72,15,31,5,29,0,3,49,37,42,16,668,848,15,40,146,17,122,0,0,18,2,1,4,0,0,0,0,25,0,1332,79,0,0,0,0,0,0,0,0,22,0,0,0,30,6,0,17,17,17,0,0,8,2,0,40
Daniel Wass,VAL,LIGA,M/D,32,2355,26,6,8,4,0,0,1,3,0,3,0,29,4,34,72,16,31,7,24,4,4,35,25,28,42,896,1148,11,43,130,9,126,0,0,9,3,1,20,1,0,0,1,12,1,1651,42,0,0,0,0,7,1,12,11,16,6,0,0,27,5,0,42,42,46,1,0,2,1,0,16
Marcel Sabitzer,RBL,BUND,M,30,2351,26,4,6,9,0,0,4,3,0,2,1,63,16,32,64,13,36,8,33,0,2,45,28,27,30,780,1106,13,20,186,15,107,0,0,33,7,1,30,9,3,0,0,44,1,1612,87,0,0,0,0,0,0,3,2,26,9,4,2,18,10,0,29,29,39,1,2,5,6,0,26
Prince Oniangue,CAE,FRAN,M,31,2343,26,5,5,3,0,0,2,0,0,0,0,23,7,28,6,2,5,1,5,0,10,60,33,26,27,821,981,2,50,119,2,136,0,0,17,6,2,6,1,0,0,0,16,0,1279,28,0,0,0,0,0,0,0,0,5,0,0,0,33,6,0,40,40,39,1,0,0,3,1,6
Marcus Rashford,MUN,EPL,F,33,2342,26,7,15,3,0,1,10,6,0,6,0,84,40,3,55,9,38,7,30,2,0,24,12,26,52,520,666,4,29,61,42,146,0,0,49,21,7,35,19,3,0,0,46,0,1227,159,0,0,0,0,2,0,23,23,22,12,7,1,35,2,1,24,24,18,1,0,15,16,5,87
Gregoire Defrel,SMP,SERI,F,36,2341,26,10,12,2,0,0,11,3,1,3,0,47,23,3,18,6,25,5,22,0,0,40,29,38,33,652,771,6,20,96,28,120,0,0,32,17,10,15,6,1,0,1,51,0,1148,94,0,0,0,0,0,0,4,4,9,0,0,0,33,6,0,7,7,7,1,0,8,10,8,53
Francesco Vicari,SPL,SERI,D,28,2339,26,2,5,6,0,0,2,1,0,0,1,8,4,34,2,0,2,1,1,0,24,28,24,14,11,892,1007,0,48,122,0,85,1,1,7,4,2,1,0,0,0,0,4,0,1297,13,0,0,0,0,0,0,0,0,1,0,0,0,37,6,0,138,138,65,0,0,0,0,0,1
Cheikh N'Doye,SCO,FRAN,M,27,2335,26,1,3,4,0,0,0,3,1,3,0,40,4,24,12,4,17,2,14,0,8,26,15,32,25,520,850,4,181,140,5,229,0,0,26,4,0,14,0,0,0,0,27,0,1201,63,0,0,0,0,0,0,0,0,6,0,0,0,27,10,0,58,58,15,2,0,3,0,0,10
Rodrigo Palacio,BGN,SERI,F,28,2334,26,2,8,6,0,0,3,6,0,5,1,45,20,5,97,12,39,6,33,0,0,24,13,22,64,546,706,12,39,102,49,175,0,0,33,14,2,12,6,1,0,0,57,0,1284,153,0,0,0,0,0,0,0,0,34,0,0,0,36,5,0,13,13,15,0,0,25,7,1,90
Jason,LEV,LIGA,M,30,2331,26,4,7,10,0,0,2,5,0,4,1,32,9,46,68,13,30,8,22,3,4,44,25,26,51,449,650,11,34,139,29,157,0,0,13,5,2,19,4,0,0,0,34,0,1267,34,0,0,0,0,0,0,8,8,11,3,1,0,39,5,1,25,25,29,3,0,3,5,2,78
Manuel Neuer,MUN,BUND,G,26,2303,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,659,808,0,4,183,0,7,2,1,0,0,0,0,0,0,0,0,0,0,983,1,0,0,0,0,0,0,0,0,0,0,0,0,23,10,1,10,10,144,0,0,0,0,0,0
Kevin Bonifazi,SPL,SERI,D,27,2302,26,1,3,2,0,0,2,1,0,1,0,11,3,35,6,2,7,0,6,0,21,41,25,20,19,1059,1211,2,43,170,23,125,0,0,5,2,2,6,1,0,0,0,19,0,1580,12,0,0,0,0,0,0,0,0,3,0,0,0,39,6,0,73,73,61,0,0,0,0,1,29
Anthony Caci,STR,FRAN,M/D,29,2301,26,3,6,1,0,0,0,1,1,1,0,6,0,47,39,13,12,0,11,0,10,56,30,27,8,997,1225,13,23,143,12,98,0,0,1,0,0,5,0,0,0,0,8,0,1715,13,0,0,0,0,0,0,1,0,7,0,0,0,29,7,1,56,56,83,0,0,1,0,0,25
Tiemoue Bakayoko,MIL,SERI,M,31,2301,26,5,4,5,1,1,1,1,0,1,0,25,6,50,2,1,25,2,24,0,5,70,44,44,71,1149,1328,1,75,176,61,272,0,2,15,5,1,10,1,0,0,0,42,0,1868,35,0,0,0,0,0,0,0,0,6,0,0,0,23,8,0,42,42,41,0,0,0,3,0,85
Tobias Strobl,BM,BUND,D,29,2295,26,3,5,4,0,0,0,4,0,2,2,8,2,29,0,0,17,4,12,1,14,31,17,26,24,1339,1489,0,38,117,4,97,0,1,5,1,0,3,1,0,0,0,10,0,1729,14,0,0,0,0,0,0,0,0,1,0,0,0,27,10,0,31,31,146,2,0,1,1,0,6
Koen Casteels,WOL,BUND,G,26,2295,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,796,1035,0,11,248,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,24,24,250,0,1,0,0,0,0
Ryan Sessegnon,FUL,EPL,M,35,2294,26,9,7,0,0,0,2,6,0,6,0,28,11,19,66,13,33,6,19,8,2,22,14,20,22,504,687,3,18,138,32,94,0,1,23,9,2,5,2,0,0,0,51,0,1235,94,0,0,0,0,2,0,27,20,13,0,0,0,60,2,0,38,38,14,2,0,15,9,2,68
Franco Vazquez,SEV,LIGA,F/M,34,2287,26,8,12,8,0,1,3,4,1,3,1,45,8,23,25,8,29,8,25,0,2,52,37,52,71,847,1068,8,67,153,44,227,0,1,25,7,2,20,1,1,0,0,62,0,1613,61,0,0,0,0,0,0,1,0,18,0,0,0,28,3,1,25,25,47,8,0,4,5,1,75
Kieran Trippier,TOT,EPL,D,27,2278,26,1,3,2,0,0,1,3,1,2,1,8,3,23,185,54,49,8,30,16,5,67,37,20,24,1218,1544,35,31,166,7,127,2,0,3,1,0,5,2,1,0,0,14,1,2343,25,0,0,0,0,18,5,73,52,23,4,2,1,23,8,0,61,61,69,2,0,6,0,0,15
Hamed Junior Traore,EMP,SERI,M,32,2266,26,6,13,4,0,0,2,2,0,2,0,44,12,30,20,2,26,5,22,1,4,67,38,37,22,759,958,2,15,158,42,146,0,0,17,5,2,27,7,0,0,0,48,0,1432,52,0,0,0,0,0,0,5,2,5,0,0,0,50,2,0,17,17,51,3,0,7,2,1,70
Xeka,LIL,FRAN,M,27,2264,26,1,6,10,0,0,2,0,0,0,0,34,11,21,25,6,12,0,8,4,2,59,31,56,28,991,1209,1,42,128,8,133,2,2,9,4,1,25,7,1,1,0,13,0,1533,18,0,0,0,0,3,2,16,16,9,1,0,0,19,10,0,28,28,68,2,0,0,1,1,16
Iago Aspas,CEL,LIGA,F,27,2258,26,1,12,5,0,0,20,6,0,6,0,69,33,16,32,6,57,11,47,4,0,16,11,16,43,712,868,3,25,97,20,103,0,0,50,23,16,19,10,4,0,0,36,0,1232,127,5,5,0,0,5,3,3,1,11,10,4,2,39,3,0,5,5,39,5,0,7,4,11,36
Toni Kroos,RMD,LIGA,M,28,2227,26,2,8,2,0,0,0,4,0,0,4,30,9,14,136,41,64,6,24,36,4,51,35,22,55,1932,2072,3,23,168,14,140,0,1,5,1,0,25,8,0,0,0,11,0,2486,15,0,0,0,0,37,9,120,82,9,0,0,0,35,5,0,12,12,218,2,0,1,1,0,17
Daniel Brosinski,MAI,BUND,D,26,2205,26,0,3,2,0,0,3,5,1,5,0,18,6,27,119,35,40,6,22,13,9,27,16,13,13,698,940,24,23,117,6,68,0,0,3,3,3,15,3,0,0,0,10,0,1616,18,3,3,0,0,8,3,17,17,23,7,2,0,50,1,1,49,49,78,0,0,1,0,3,19
Okay,CEL,LIGA,M,30,2203,26,4,11,10,0,0,2,0,0,0,0,18,6,37,2,1,11,1,11,0,11,61,39,43,34,1194,1387,1,77,191,28,199,0,2,11,4,2,7,2,0,0,0,22,0,1761,24,0,0,0,0,0,0,0,0,3,0,0,0,45,3,0,50,50,82,0,0,1,0,2,40
Neven Subotic,ETI,FRAN,D,26,2152,26,0,3,2,0,1,1,0,0,0,0,13,2,39,3,0,7,0,7,0,6,45,23,12,4,956,1138,0,43,114,3,93,1,2,12,2,1,1,0,0,0,0,2,0,1414,18,0,0,0,0,0,0,0,0,5,0,0,0,32,6,0,105,105,105,1,0,0,3,0,4
Willian,CHE,EPL,M,32,2108,26,6,17,2,0,0,3,6,2,3,3,62,22,14,169,39,79,10,46,26,1,35,21,12,31,1054,1230,9,11,105,38,114,1,1,34,11,1,28,11,2,0,1,39,0,1790,102,0,0,0,0,20,3,111,94,40,8,2,0,25,3,0,11,11,39,3,0,11,6,0,60
Alex Pritchard,HUD,EPL,M,30,2089,26,4,15,2,0,0,2,0,1,0,0,47,13,17,78,17,32,2,24,8,2,36,24,13,51,671,896,7,14,127,29,130,0,0,22,6,1,25,7,1,0,0,52,0,1398,72,0,0,0,0,8,2,23,20,21,1,0,0,40,0,0,7,7,29,0,0,7,0,1,59
Gerard Deulofeu,WAT,EPL,M,30,2079,26,4,20,3,0,0,10,5,0,4,1,60,22,14,62,5,30,9,25,0,0,11,6,14,13,557,719,3,3,71,47,74,0,0,43,17,9,17,5,1,0,0,60,0,1193,147,0,0,0,0,12,1,9,5,32,6,0,0,29,1,0,3,3,16,4,0,34,6,7,89
Sven Bender,LEV,BUND,D,28,2052,26,2,7,3,0,0,0,0,0,0,0,14,3,53,0,0,3,0,3,0,16,42,27,21,12,1576,1735,0,80,158,5,134,0,0,12,3,0,2,0,0,0,0,3,1,2051,18,0,0,0,0,0,0,0,0,3,0,0,0,36,6,0,97,97,85,0,0,2,0,0,6
Daniel Bessa,GEN,SERI,M,34,2443,25,9,10,8,0,0,1,3,1,2,1,31,14,19,56,12,38,2,30,5,4,60,35,55,18,873,1037,6,15,163,16,109,1,0,12,7,1,19,7,0,0,1,30,0,1413,57,0,0,0,0,2,0,29,19,13,1,0,0,38,3,0,9,9,46,2,0,4,4,1,24
Obite Evan N'Dicka,EF,BUND,D,28,2339,25,3,2,3,0,0,1,1,0,1,0,13,2,29,2,1,4,0,3,0,11,42,27,27,7,877,1107,1,74,168,6,128,0,0,12,1,1,1,1,0,0,0,11,0,1471,20,0,0,0,0,0,0,0,0,2,0,0,0,43,6,0,114,114,84,0,0,1,2,1,13
Aaron Mooy,HUD,EPL,M,29,2327,25,4,1,4,0,0,3,1,0,0,1,43,14,13,138,40,43,4,21,21,7,62,42,26,12,1026,1277,8,15,203,22,110,0,0,14,4,1,29,10,2,0,0,45,0,1794,32,1,1,0,0,30,9,75,65,16,8,6,1,48,3,0,21,21,61,0,0,1,0,1,37
Manu Garcia,ALA,LIGA,M,34,2325,25,9,4,6,0,0,1,1,0,1,0,28,6,23,16,2,12,0,11,0,7,82,48,62,53,693,933,2,106,190,13,251,0,0,17,4,1,11,2,0,0,0,26,1,1366,41,0,0,0,0,0,0,0,0,6,0,0,0,36,4,1,62,62,38,0,0,4,1,1,19
Gerard Moreno,VIL,LIGA,F,35,2317,25,10,9,3,0,0,8,1,0,1,0,71,33,9,19,5,38,4,37,0,9,23,12,39,37,531,740,5,63,89,32,151,0,0,56,27,7,15,6,1,0,0,48,0,1225,129,1,0,0,1,0,0,0,0,14,0,0,0,32,5,0,38,38,44,4,0,21,16,5,64
Luka Jovic,EF,BUND,F,33,2301,25,8,11,1,0,0,17,5,2,5,0,98,44,3,17,4,26,7,21,0,0,11,5,30,43,430,614,4,64,76,25,143,0,0,83,38,17,15,6,0,0,0,45,0,1064,154,1,1,0,0,0,0,0,0,17,0,0,0,30,5,0,30,30,28,2,0,17,18,11,45
Naim Sliti,DIJ,FRAN,M,35,2288,25,10,13,2,0,0,3,4,1,2,2,63,20,12,139,46,73,8,38,31,0,55,32,31,69,610,796,4,10,121,82,215,0,0,19,7,3,44,13,0,0,1,65,0,1516,61,1,1,0,0,30,7,93,78,25,19,5,0,33,2,0,9,9,37,2,0,9,3,2,129
Jose Luis Palomino,ATA,SERI,D,30,2261,25,5,3,5,1,1,1,1,0,0,1,8,4,69,6,2,6,1,5,0,17,49,31,31,7,1146,1299,2,60,199,6,122,0,0,6,3,1,2,1,0,0,0,4,0,1627,10,0,0,0,0,0,0,0,0,3,0,0,0,29,5,0,75,75,67,0,0,1,1,1,8
Youcef Atal,NIC,FRAN,D,29,2261,25,4,2,8,0,0,6,0,0,0,0,36,15,56,72,10,23,3,22,1,8,69,45,42,58,846,1011,9,47,144,101,271,0,0,27,13,6,9,2,0,1,0,33,0,1983,97,1,0,0,1,0,0,2,1,21,0,0,0,21,8,0,37,37,28,2,0,9,3,4,204
Wesley Said,DIJ,FRAN,F,34,2260,25,9,16,4,0,0,4,1,1,1,0,59,27,9,35,8,26,4,23,2,0,25,17,50,13,411,549,3,19,84,43,100,0,0,31,16,4,28,11,0,2,0,29,0,896,97,1,0,0,1,8,2,8,7,20,2,0,0,44,1,0,9,9,15,0,0,7,3,3,66
Maxime Le Marchand,FUL,EPL,D,26,2252,25,1,2,5,0,0,0,1,0,1,0,5,0,54,17,4,9,1,8,0,16,56,36,28,7,1154,1386,4,56,164,10,129,1,1,4,0,0,1,0,0,0,0,6,0,1839,18,0,0,0,0,0,0,0,0,4,0,0,0,53,3,1,122,122,91,0,0,3,0,0,15
Abdul Majeed Waris,FCN,FRAN,F,33,2251,25,8,17,3,0,0,5,3,0,3,0,40,14,7,40,6,25,4,20,2,0,22,13,17,73,424,562,3,14,107,27,135,0,0,25,13,5,15,1,0,0,3,59,0,1039,101,1,1,0,0,0,0,15,10,15,0,0,0,31,0,0,5,5,14,4,0,11,6,4,67
Ruben Blanco,CEL,LIGA,G,25,2250,25,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,1,0,421,701,0,3,182,0,4,2,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,23,23,184,0,1,0,0,0,0
Gianluca Mancini,ATA,SERI,D,30,2250,25,5,8,5,0,0,5,2,0,1,1,40,13,48,3,2,12,3,10,0,4,41,30,36,14,1092,1319,2,71,140,11,137,0,1,37,13,5,3,0,0,0,0,9,0,1719,58,0,0,0,0,0,0,0,0,7,0,0,0,32,5,1,69,69,53,0,0,2,3,3,12
Stefan Bell,MAI,BUND,D,25,2250,25,0,0,7,0,0,0,0,0,0,0,18,4,54,11,2,21,1,21,0,11,32,20,41,14,958,1201,2,93,156,14,152,0,1,16,4,0,2,0,0,0,0,11,0,1561,28,0,0,0,0,0,0,0,0,4,0,0,0,44,5,0,120,120,126,0,0,5,3,0,16
Alex McCarthy,SOU,EPL,G,25,2250,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,263,585,0,16,198,1,21,1,1,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,23,23,140,0,0,0,0,0,1
Runar Alex Runarsson,DIJ,FRAN,G,25,2250,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,500,742,0,11,211,2,19,2,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,15,15,200,0,0,0,0,0,2
Bouna Sarr,OM,FRAN,M/D,29,2244,25,4,4,3,1,1,1,1,1,1,0,19,2,39,107,24,30,2,29,0,3,67,48,37,32,925,1086,23,36,150,55,189,1,0,9,2,1,10,0,0,0,0,30,0,1906,30,0,0,0,0,1,0,5,3,22,0,0,0,36,8,0,48,48,32,1,0,3,0,1,102
Andrea Beghetto,FRO,SERI,M/D,27,2227,25,2,3,3,0,0,0,3,0,2,1,23,3,17,218,57,54,6,43,8,4,26,14,24,15,497,734,49,6,119,7,53,0,0,11,1,0,12,2,0,0,0,10,0,1381,29,0,0,0,0,3,0,25,22,24,2,0,0,37,7,0,41,41,50,0,0,2,1,0,21
Jemerson,ASM,FRAN,D,25,2225,25,0,1,8,1,1,0,1,0,1,0,7,0,25,0,0,5,0,4,0,17,54,38,43,20,936,1077,0,68,110,1,138,0,1,6,0,0,1,0,0,0,0,2,0,1392,17,0,0,0,0,0,0,0,0,3,0,0,0,37,5,1,118,118,59,0,0,1,0,0,2
Robert Snodgrass,WHU,EPL,M,33,2221,25,8,10,10,0,0,2,5,0,2,3,30,7,11,170,58,59,5,20,34,4,44,27,36,49,796,969,9,25,133,33,151,0,0,13,3,0,17,4,2,0,0,43,0,1555,66,0,0,0,0,10,3,115,108,21,4,0,0,33,3,1,18,18,25,2,0,3,2,0,61
Mario Gomez,SGT,BUND,F,31,2214,25,6,8,3,1,1,7,2,0,2,0,53,21,5,5,0,26,6,23,0,6,19,11,32,21,320,487,0,93,55,8,138,0,0,39,17,7,14,4,0,0,0,22,0,764,103,0,0,0,0,0,0,0,0,12,0,0,0,52,1,0,33,33,10,0,0,13,13,6,20
Pedro Porro,GIR,LIGA,M/D,32,2212,25,7,9,4,0,0,0,4,1,4,0,23,6,39,124,25,25,4,21,0,2,52,31,24,35,610,865,25,18,179,30,135,0,1,8,3,0,15,3,0,0,0,18,0,1671,27,0,0,0,0,0,0,0,0,23,0,0,0,33,4,0,39,39,52,0,0,0,2,0,58
Kevin Stoger,DUS,BUND,M,26,2210,25,1,4,8,0,0,1,8,0,7,1,37,11,31,87,31,57,13,29,20,5,65,36,48,64,1240,1451,5,4,197,28,161,0,2,9,3,1,28,8,0,0,0,27,0,1961,22,0,0,0,0,19,8,58,51,9,7,2,0,47,3,0,17,17,146,6,0,1,2,1,42
Manuel Akanji,DOR,BUND,D,25,2205,25,0,1,1,0,0,1,0,1,0,0,7,3,27,2,2,6,1,6,0,13,29,19,13,17,1705,1835,2,46,121,8,98,1,1,7,3,1,0,0,0,0,0,6,0,2106,18,0,0,0,0,0,0,0,0,1,0,0,0,35,6,0,88,88,124,0,0,0,0,0,12
Robin Quaison,MAI,BUND,F/M,28,2204,25,3,11,1,0,0,7,3,0,3,0,50,17,7,11,4,22,2,19,0,1,19,12,31,21,319,438,4,24,65,22,85,0,0,36,15,7,14,2,0,0,0,58,0,759,84,0,0,0,0,0,0,1,0,10,0,0,0,34,2,0,4,4,12,0,0,10,9,6,48
Sokratis Papastathopoulos,ARS,EPL,D,25,2199,25,0,1,12,0,0,1,2,0,0,2,11,2,26,0,0,5,2,3,0,17,42,25,37,25,1240,1387,0,56,102,6,127,0,1,10,2,1,1,0,0,0,0,5,0,1699,14,0,0,0,0,0,0,0,0,1,0,0,0,33,5,1,108,108,102,0,1,0,0,1,6
Philip Billing,HUD,EPL,M,27,2190,25,2,6,7,0,0,2,0,2,0,0,42,9,53,56,9,22,1,18,4,16,73,44,37,30,844,1074,9,87,174,19,207,0,0,17,3,1,25,6,1,0,0,28,0,1722,33,0,0,0,0,1,0,2,1,17,3,1,0,43,4,0,40,40,77,0,0,2,0,1,37
Maxime Lopez,OM,FRAN,M,32,2186,25,7,13,4,0,0,1,3,2,3,0,13,4,20,67,24,47,4,29,15,2,47,25,31,14,2026,2220,10,7,145,13,80,0,0,2,0,0,11,4,1,0,0,15,0,2512,18,0,0,0,0,7,3,37,28,11,1,1,0,24,5,0,7,7,65,1,0,0,0,0,25
Jeffrey Gouweleeuw,AUG,BUND,D,26,2182,25,1,2,4,0,0,0,2,1,1,1,8,2,60,5,1,7,2,5,0,23,42,31,23,9,996,1279,1,48,177,8,105,0,1,5,2,0,3,0,0,0,0,14,0,1627,9,0,0,0,0,0,0,0,0,3,0,0,0,46,3,0,71,71,137,0,1,0,1,0,17
Vitorino Antunes,GET,LIGA,D,28,2182,25,3,4,5,0,0,1,3,2,3,0,29,6,43,141,41,31,4,14,14,7,41,26,37,20,459,789,23,23,151,22,104,0,1,7,3,0,22,3,1,0,0,13,0,1542,20,0,0,0,0,20,6,46,33,11,4,1,0,21,8,0,58,58,81,0,0,1,0,0,34
Andre Silva,SEV,LIGA,F,27,2163,25,2,7,4,0,0,9,0,0,0,0,63,27,3,11,4,29,10,29,0,1,8,5,42,28,391,538,4,67,57,14,116,0,0,55,24,9,8,3,0,0,2,56,0,919,137,0,0,0,0,0,0,0,0,14,0,0,0,27,4,0,32,32,4,5,0,17,9,8,43
Perparim Hetemaj,CHV,SERI,M,30,2160,25,5,10,9,0,0,2,0,1,0,0,12,4,30,57,11,15,2,14,1,1,52,26,58,69,727,896,11,21,143,19,159,2,0,3,2,2,9,2,0,0,0,26,0,1331,16,0,0,0,0,0,0,2,0,7,0,0,0,43,4,0,21,21,37,0,0,1,0,1,36
Cucho Hernandez,HUE,LIGA,F,34,2150,25,9,14,6,0,0,4,3,0,3,0,80,24,9,49,15,32,7,29,0,2,22,13,33,40,381,544,14,59,86,37,157,0,0,55,18,4,25,6,0,0,0,49,0,1051,128,2,2,0,0,0,0,1,1,25,4,1,0,45,0,0,17,17,26,2,0,14,9,4,75
Joseba Zaldua,RSO,LIGA,D,26,2141,25,1,4,7,0,0,1,2,0,2,0,5,2,38,73,20,14,2,12,0,3,39,27,33,64,696,899,20,48,90,18,167,0,0,1,1,1,4,1,0,0,0,11,0,1594,25,0,0,0,0,0,0,0,0,19,0,0,0,29,5,1,66,66,38,0,0,0,0,0,35
Ambroise Oyongo,MTP,FRAN,D,26,2141,25,1,6,5,0,0,2,0,0,0,0,12,3,38,65,17,24,0,22,2,6,44,21,23,24,536,758,17,13,108,29,110,0,0,8,3,2,4,0,0,0,0,26,1,1476,22,0,0,0,0,0,0,0,0,8,0,0,0,27,7,0,45,45,29,0,0,0,0,1,54
Oriol Romeu,SOU,EPL,M,31,2139,25,6,10,11,0,0,1,0,0,0,0,10,4,52,3,1,8,2,8,0,17,81,46,46,17,874,1102,1,47,185,17,162,0,1,2,1,0,8,3,1,0,0,15,0,1471,7,0,0,0,0,0,0,0,0,4,0,0,0,37,4,0,36,36,55,1,0,0,1,0,23
Faitout Maouassa,NO,FRAN,M/D,27,2138,25,2,2,1,1,1,0,1,0,1,0,8,3,25,79,15,14,1,12,0,5,54,30,12,25,476,667,15,20,109,24,123,1,0,3,2,0,5,1,0,0,0,22,0,1380,16,0,0,0,0,0,0,0,0,16,0,0,0,29,8,0,64,64,42,0,0,0,2,0,51
Joelinton,HOF,BUND,F,28,2136,25,3,10,5,0,0,7,5,2,5,0,56,24,13,7,5,43,9,37,1,3,35,22,56,27,549,694,5,63,111,46,170,0,0,35,17,7,21,7,0,0,1,61,0,1181,113,0,0,0,0,0,0,0,0,13,0,0,0,32,2,0,7,7,7,2,0,4,8,5,83
