Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Omer Toprak,DOR,BUND,D,9,233,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,177,182,0,2,11,1,4,0,0,1,0,0,0,0,0,0,0,1,0,201,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,3,0,0,0,0,0,1
Javi Guerra,RV,LIGA,F,8,231,1,7,0,0,0,0,0,1,0,1,0,7,1,1,1,0,3,1,2,0,0,3,3,3,3,58,74,0,10,9,4,20,0,0,6,1,0,1,0,0,0,1,2,0,107,16,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,1,2,0,6
Matteo Pessina,ATA,SERI,M,12,229,1,11,1,0,0,0,0,1,0,0,1,3,1,0,5,2,2,1,1,0,1,4,2,4,6,166,191,2,8,17,0,18,0,0,0,0,0,3,1,0,0,0,1,0,222,1,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,4,4,5,0,0,0,0,0,0
Matteo Brighi,EMP,SERI,M,10,224,1,9,1,1,0,0,1,0,0,0,0,1,1,3,0,0,2,0,2,0,0,11,4,6,9,74,92,0,4,15,0,24,0,0,1,1,1,0,0,0,0,0,4,0,141,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,1,0,0,0,0,1,0
Gelson Martins,ATL,LIGA,F,8,223,1,7,1,0,0,0,0,0,0,0,0,5,1,1,3,0,2,0,2,0,0,5,3,3,7,48,62,0,2,11,8,22,0,0,4,1,0,1,0,0,0,0,8,0,131,14,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,1,0,0,17
Rabbi Matondo,SKE,BUND,F/M,8,213,1,7,1,0,0,0,0,0,0,0,0,5,2,0,5,2,4,2,4,0,0,4,1,3,0,30,36,2,0,7,3,7,0,0,5,2,0,0,0,0,0,0,1,0,74,15,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,2,0,5
Raphael Dwamena,LEV,LIGA,F,12,213,1,11,0,0,0,0,0,1,0,1,0,4,2,0,3,0,3,1,2,0,1,0,0,8,6,29,41,0,6,5,2,14,0,0,3,2,0,1,0,0,0,1,2,0,80,9,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,2,2,0,0,4,2,0,6
Dennis Eckert,CEL,LIGA,F,9,211,1,8,0,0,0,0,0,0,0,0,0,8,3,2,2,0,3,0,3,0,0,3,2,3,6,28,38,0,13,6,0,22,0,0,7,3,0,1,0,0,0,0,8,0,86,17,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,0,0,1,1,0,3
Josh Sargent,BRE,BUND,F,10,205,1,9,1,1,0,0,2,0,0,0,0,4,2,0,0,0,2,0,2,0,0,2,1,6,6,47,61,0,3,4,2,13,0,0,4,2,2,0,0,0,0,0,4,0,111,10,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,3,2,0,0,1,0,2,5
Facundo Ferreyra,ESP,LIGA,F,9,204,1,8,0,2,0,0,1,0,0,0,0,3,1,0,2,1,0,0,0,0,0,5,2,8,4,33,49,1,8,4,0,17,0,0,2,1,1,1,0,0,0,0,2,0,84,11,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,5,0,0,0,2,0,1,0
Timothy Tillman,FCN,BUND,M,6,203,1,5,1,0,0,0,0,0,0,0,0,3,0,3,0,0,3,1,3,0,0,0,0,3,7,40,54,0,3,25,7,17,0,2,2,0,0,1,0,0,0,0,1,0,97,4,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,1,0,0,0,0,12
Federico Dionisi,FRO,SERI,F,9,197,1,8,1,2,0,0,1,0,0,0,0,11,3,0,8,2,6,0,6,0,0,3,1,9,8,37,52,2,4,8,1,16,0,0,6,2,1,5,1,0,0,0,8,0,110,14,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,6,1,1,4
Valon Berisha,LAZ,SERI,M,8,192,1,7,1,0,0,0,0,0,0,0,0,1,0,4,9,4,4,1,3,1,0,8,5,3,4,120,137,0,0,17,1,13,0,0,0,0,0,1,0,0,0,1,2,0,187,2,0,0,0,0,2,2,7,7,0,0,0,0,1,0,0,3,3,2,0,0,0,0,0,1
Yassine Benrahou,GDB,FRAN,M,4,175,1,3,0,0,0,0,0,0,0,0,0,6,4,2,16,1,2,0,1,1,0,9,6,2,4,80,96,0,1,12,2,16,0,0,2,1,0,4,3,0,0,0,5,0,163,4,0,0,0,0,2,0,10,9,4,2,2,0,2,0,0,1,1,1,0,0,0,0,0,9
Cesc Fabregas,CHE,EPL,M,6,175,1,5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,0,1,6,4,1,3,167,193,0,2,17,0,11,0,0,1,0,0,0,0,0,0,0,2,0,223,6,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,8,3,0,0,0,0,1
Isaac Kiese Thelin,LEV,BUND,F,6,175,1,5,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,0,2,1,5,0,22,38,0,15,2,1,18,0,0,4,1,0,1,0,0,0,0,4,0,66,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,4,0,0,0,0,0,0,1
Djegui Koita,GUI,FRAN,D,2,172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,1,1,41,59,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,5,0,0,0,0,0,0
Jordan Lukaku,LAZ,SERI,D,7,169,1,6,1,1,0,0,0,0,0,0,0,0,0,5,10,1,1,0,1,0,0,4,3,4,1,71,86,1,2,10,4,11,0,0,0,0,0,0,0,0,0,0,1,0,137,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,1,1,0,0,2,0,0,6
Franco Di Santo,RV,LIGA,F,6,169,1,5,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,5,4,23,36,0,8,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,1,0,0,2,0,0,4
Wesley Fofana,ETI,FRAN,D,2,160,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,6,2,4,68,77,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,9,5,0,0,0,0,0,1
Axel Disasi,SDR,FRAN,D,4,157,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,1,0,0,50,66,0,3,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,16,1,0,0,0,0,0,2
Fran Manzanara,LEV,LIGA,M,4,155,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,5,1,1,60,67,0,5,5,0,13,0,0,1,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,2,0,0,0,0,0,0
Dusan Vlahovic,FIO,SERI,F,10,152,1,9,1,0,0,0,0,0,0,0,0,10,1,0,3,1,3,0,3,0,0,0,0,5,2,23,37,1,3,10,1,6,0,0,10,1,0,0,0,0,0,0,5,0,82,15,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,4,1,0,0,0,3,0,2
Munir El Haddadi,BAR,LIGA,F,7,148,1,6,1,0,0,0,1,1,0,1,0,4,1,0,1,1,3,1,1,1,0,3,3,2,2,45,58,0,1,1,3,9,0,0,4,1,1,0,0,0,0,0,2,0,84,11,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,1,0,1,0,4,0,1,4
Godfred Donsah,BGN,SERI,M,6,148,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,3,1,0,1,49,58,0,1,8,5,10,0,0,0,0,0,2,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,7,2,0,0,0,0,0,5
Danny Welbeck,ARS,EPL,F,8,147,1,7,1,0,0,0,1,1,0,1,0,4,2,1,0,0,5,0,4,0,0,3,2,3,2,40,54,0,7,11,2,14,0,0,4,2,1,0,0,0,0,0,3,0,87,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,6
Gerrit Holtmann,MAI,BUND,M/D,4,143,1,3,1,2,0,0,0,0,0,0,0,2,0,4,5,0,2,1,2,0,2,2,0,3,1,16,25,0,2,6,6,11,0,0,2,0,0,0,0,0,0,0,3,0,66,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,1,0,0,1,0,10
Alessio Da Cruz,PAR,SERI,F,3,142,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3,4,21,26,0,2,9,2,10,0,0,1,0,0,0,0,0,0,0,6,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Sandro Wagner,MUN,BUND,F,7,139,1,6,1,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,3,2,1,0,24,36,0,7,3,0,10,0,0,3,2,0,0,0,0,0,0,1,0,56,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0
Steven Fortes,TFC,FRAN,D,3,136,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,1,1,43,50,0,7,2,0,11,0,2,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,3,0,0,0,0,0,0
Michael Obafemi,SOU,EPL,F,6,136,1,5,2,1,0,0,1,1,0,1,0,7,3,1,1,1,2,1,1,0,1,1,1,2,3,12,18,1,0,5,3,7,0,0,7,3,1,0,0,0,0,0,2,0,51,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,1,4
Yvon Mvogo,RBL,BUND,G,2,135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,0,0,0,0,0,0
Emil Hallfredsson,UDN,SERI,M,3,135,1,2,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,0,1,0,0,0,2,50,54,0,0,8,0,2,0,0,0,0,0,1,1,1,0,0,2,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,6,0,0,0,0,0,1
Amato Ciciretti,PAR,SERI,F,6,135,1,5,1,0,0,0,0,0,0,0,0,1,0,3,3,1,2,0,1,1,0,1,0,1,4,45,62,0,1,9,7,13,0,0,1,0,0,0,0,0,0,0,2,0,95,4,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,10
Davide Zappacosta,CHE,EPL,M/D,4,125,1,3,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,1,0,0,0,0,2,1,60,75,0,3,4,2,6,0,0,2,1,0,0,0,0,0,0,2,0,113,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,2,0,0,0,0,0,3
Taleb Tawatha,EF,BUND,D,3,125,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,2,25,36,0,2,3,1,6,0,0,0,0,0,0,0,0,0,0,1,0,65,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,3
Ludovic Baal,REN,FRAN,D,2,125,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,3,0,2,57,74,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,1,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,4,0,0,0,0,0,0
Joel Untersee,EMP,SERI,D,3,124,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,3,2,2,1,43,52,0,1,10,2,7,0,1,0,0,0,0,0,0,0,0,1,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,4,0,0,0,0,0,3
Cyril Thereau,CAG,SERI,F,5,123,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,48,66,0,8,4,2,13,0,0,2,0,0,0,0,0,0,0,6,0,86,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,3
Frederik Ronnow,EF,BUND,G,2,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,21,0,0,0,0,0,0
Luis Muriel,SEV,LIGA,F,6,120,1,5,1,0,0,0,1,1,0,1,0,4,1,0,0,0,3,0,2,0,0,0,0,4,0,36,47,0,9,3,2,11,0,0,2,1,1,2,0,0,0,0,0,0,68,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,3,0,0,3
Randal Kolo Muani,FCN,FRAN,M,6,119,1,5,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,8,1,15,27,0,2,4,1,6,0,0,3,1,0,0,0,0,0,0,9,0,61,9,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,2,0,0,0,0,1,0,4
Rai Vloet,FRO,SERI,F/M,5,119,1,4,1,0,0,0,0,0,0,0,0,5,2,0,2,1,4,0,4,0,0,4,2,2,3,32,37,1,1,6,0,8,0,0,4,2,0,1,0,0,0,0,2,0,64,5,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,1
Lluis Sastre Reus,HUE,LIGA,M,4,117,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,5,3,2,2,71,89,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,1,0,105,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
Julien Serrano,ASM,FRAN,D,3,117,1,2,0,1,0,0,0,0,0,0,0,1,0,3,2,0,1,0,1,0,0,5,4,2,1,37,47,0,1,6,0,7,0,0,1,0,0,0,0,0,0,0,3,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0
Edgar Salli,FCN,BUND,F/M,3,115,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,1,4,2,19,19,0,0,5,0,4,0,0,1,1,0,0,0,0,0,0,4,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0
Mason Greenwood,MUN,EPL,F,3,115,1,2,0,0,0,0,0,0,0,0,0,7,4,0,1,0,3,0,3,0,0,3,3,0,1,51,60,0,0,5,3,7,0,0,6,3,0,1,1,0,0,0,3,0,91,16,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,1,1,0,0,0,2,2,0,6
Jordan Ferri,OL,FRAN,M,4,114,1,3,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,5,3,2,2,80,89,0,2,13,1,10,0,0,0,0,0,0,0,0,0,0,4,0,123,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,3,4,0,0,0,0,0,2
Neheun Paz,BGN,SERI,D,2,113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,34,46,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,5,0,0,0,0,0,1
Jeison Murillo,BAR,LIGA,D,2,112,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,116,125,0,4,6,0,6,0,1,1,1,0,0,0,0,0,0,2,0,138,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,5,17,0,0,0,0,0,0
Justin Hoogma,HOF,BUND,D,2,110,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,2,0,0,90,102,0,2,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,9,0,0,0,0,0,0
Callum Slattery,SOU,EPL,M/D,3,110,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,4,3,4,3,22,31,0,3,7,1,11,0,0,1,0,0,0,0,0,0,0,2,0,60,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2
Alex Lopez,ESP,LIGA,M,4,109,1,3,0,1,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,3,1,1,4,68,75,1,1,10,1,9,0,0,0,0,0,1,0,0,0,0,2,0,96,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,1,4,0,0,0,0,0,2
Cristian Dell'Orco,SAS,SERI,D,3,109,1,2,0,0,0,0,0,1,0,1,0,1,0,1,6,2,1,1,0,0,0,1,1,2,3,42,54,2,4,4,1,8,0,0,1,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,3,0,0,0,0,0,0,2
Giuseppe Pezzella,GEN,SERI,D,5,109,1,4,0,0,0,1,0,0,0,0,0,1,0,1,4,1,1,0,1,0,0,2,1,3,1,26,34,1,0,5,0,3,0,0,0,0,0,1,0,0,0,0,2,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,3,6,0,0,1,0,0,0
Palko Dardai,HB,BUND,F,7,108,1,6,1,0,0,0,0,0,0,0,0,1,0,0,4,2,3,1,3,0,0,1,1,3,1,28,40,2,1,3,0,3,0,0,1,0,0,0,0,0,0,0,4,0,62,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
Nathaniel Clyne,LIV,EPL,D,4,108,1,3,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,4,3,0,2,49,59,0,1,6,0,7,0,0,1,1,0,2,0,0,0,0,1,0,105,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
Gaoussou Boubacar Traore,ASC,FRAN,M,3,107,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,5,1,4,29,37,0,3,7,0,17,0,0,0,0,0,1,1,0,0,0,2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1
Gregory Sertic,OM,FRAN,M/D,4,107,1,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,3,0,57,74,0,3,9,0,5,0,0,1,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,6,0,0,0,0,0,0
Chima Okoroji,FBG,BUND,D,2,104,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,2,1,13,20,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,4,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3
Marco Andreolli,CAG,SERI,D,3,104,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,4,0,65,72,0,6,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,5,3,0,0,0,0,0,0
Shinji Kagawa,DOR,BUND,M,2,98,1,1,1,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,1,0,65,73,0,0,5,0,0,0,0,1,0,0,3,2,0,0,0,2,0,83,3,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
Steven Davis,SOU,EPL,M,3,97,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,2,0,0,2,2,2,0,64,68,1,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,4,1,0,0,0,0,0
Ander Iturraspe,ATH,LIGA,M,3,97,1,2,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,1,1,71,80,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,0,0,0,1
Svante Ingelsson,UDN,SERI,M,3,95,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,21,34,0,0,9,1,3,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,4,1,0,0,0,0,0,4
Reinildo Mandava,LIL,FRAN,D,3,95,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,3,2,5,2,45,53,1,2,6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2
Danny Williams,HUD,EPL,M,5,95,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,1,19,24,0,0,7,1,2,0,0,0,0,0,1,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1
Molla Wague,UDN,SERI,D,2,94,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,1,1,1,1,43,49,0,3,8,0,4,0,0,2,1,0,1,0,0,0,0,1,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,5,0,0,0,1,0,0
Gian-Luca Itter,WOL,BUND,D,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,3,1,3,38,43,0,2,7,3,12,0,0,0,0,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,5
Matheus Pereira da Silva,JUV,SERI,M,3,91,1,2,1,0,0,0,0,0,0,0,0,2,0,0,5,1,2,0,1,1,0,3,2,1,1,33,39,1,1,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,60,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Maxime Pelican,NIC,FRAN,F,2,91,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,7,15,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Thomas Basila,FCN,FRAN,D,2,91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,22,27,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,1,0,0,0,0,0,0
Andrea Seculin,CHV,SERI,G,2,91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,8,0,0,0,0,0,0
Joel Coleman,HUD,EPL,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,0
Gregor Kobel,HOF,BUND,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0
Julian Speroni,CRY,EPL,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,1,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,10,0,0,0,0,0,0
Jacopo Dezi,PAR,SERI,M,1,90,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,1,2,0,36,40,0,1,3,1,3,0,0,1,0,0,1,1,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,0,0,0,0,0,2
Leandro Chichizola,GET,LIGA,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,0
Gaetan Bussmann,MAI,BUND,D,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,4,1,34,46,0,6,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
Luca Zidane,RMD,LIGA,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,38,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0
Koke,LEV,LIGA,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
Jeison Murillo,VAL,LIGA,D,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,3,16,17,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0
Jessy Moulin,ETI,FRAN,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,20,0,2,15,1,4,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,1
